bus_id,phase,scenario,p_pu,q_pu
sourcebus,a,h001,0.27617280865730698,0.062426267966706001
sourcebus,b,h001,0.24996906537617,0.028244182854232001
sourcebus,c,h001,0.29267385445868099,0.022641520695105999
800,a,h001,1.7123999999999997e-11,1.4865000000000002e-11
800,b,h001,-0.01199999759366,-0.0059999988248730001
800,c,h001,-0.009999997994159,-0.0055999988593250002
808,a,h001,-2.9999999999999998e-15,2.0000000000000002e-15
808,b,h001,-0.0065907035640030004,-0.0033935519288410001
808,c,h001,-2.9999999999999998e-15,1.1e-14
812,a,h001,-1.0000000000000001e-15,-2.9999999999999998e-15
812,b,h001,5.9999999999999997e-15,1e-14
812,c,h001,1.0000000000000001e-15,-2.0000000000000002e-15
814,a,h001,-1.8800000000000001e-13,8.0000000000000006e-15
814,b,h001,4.7999999999999997e-14,-3.1e-14
814,c,h001,2.5099999999999999e-13,5.9999999999999997e-15
814r,a,h001,3.1620000000000001e-12,-4.2560000000000004e-12
814r,b,h001,6.9759999999999994e-12,4.9000000000000296e-14
814r,c,h001,-3.3420000000000001e-12,-6.2700000000000005e-13
816,a,h001,-0.0071810048983819994,-0.0035905024486490001
816,b,h001,-0.00062707551536300005,9.4258404071999999e-05
816,c,h001,-0.000388898553156,-0.00050064803162999996
824,a,h001,-0.001399976832963,-0.00059999006866999992
824,b,h001,-0.016784740634083001,-0.0079882870741079994
824,c,h001,-0.0019859050783080003,-0.001296319382552
820,a,h001,-0.060855761068640997,-0.031427861268310001
830,a,h001,-0.007826638839422001,-0.0053365089665209997
830,b,h001,-0.005551996756222,-0.0027678596707499999
830,c,h001,-0.0074787048870490003,-0.001230694613803
832,a,h001,-0.12652112046733499,-0.10146952353654398
832,b,h001,-0.13631790427045501,-0.089616047616785988
832,c,h001,-0.141000795079574,-0.078183527597003005
852r,a,h001,-5.3770000000000002e-12,1.1048999999999999e-11
852r,b,h001,-1.5426e-11,-1.3729999999999999e-12
852r,c,h001,6.7000000000000005e-14,-7.3599999999999993e-12
888,a,h001,0,0
888,b,h001,1.0000000000000001e-15,-1.0000000000000001e-15
888,c,h001,-1.0000000000000001e-15,-2.0000000000000002e-15
852,a,h001,4.3e-14,9.1000000000000004e-14
852,b,h001,5.7899999999999996e-13,-2.5800000000000001e-13
852,c,h001,-2.1800000000000001e-13,4.4199999999999998e-13
890,a,h001,-0.055621077897651999,-0.028456396487288999
890,b,h001,-0.056169765749519998,-0.027456442894235
890,c,h001,-0.055110839923349003,-0.027537953363050999
