bus_id,phases,base_kv,type
1,a,150.0,slack
2,a,23.0,pq
3,a,23.0,pq
4,a,23.0,pq
5,a,23.0,pq
6,a,23.0,pq
7,a,23.0,pq
8,a,23.0,pq
9,a,23.0,pq
10,a,23.0,pq
11,a,23.0,pq
12,a,23.0,pq
13,a,23.0,pq
14,a,23.0,pq
15,a,23.0,pq
16,a,23.0,pq
17,a,23.0,pq
18,a,23.0,pq
19,a,23.0,pq
20,a,23.0,pq
21,a,23.0,pq
22,a,23.0,pq
23,a,23.0,pq
24,a,23.0,pq
25,a,23.0,pq
26,a,23.0,pq
27,a,23.0,pq
28,a,23.0,pq
29,a,23.0,pq
30,a,23.0,pq
31,a,23.0,pq
32,a,0.415,pq
33,a,0.415,pq
34,a,0.415,pq
35,a,0.415,pq
36,a,0.415,pq
37,a,0.415,pq
38,a,0.415,pq
39,a,0.415,pq
40,a,0.415,pq
41,a,0.415,pq
42,a,0.415,pq
43,a,0.415,pq
44,a,0.415,pq
45,a,0.415,pq
46,a,0.415,pq
47,a,0.415,pq
48,a,0.415,pq
49,a,0.415,pq
50,a,0.415,pq
51,a,0.415,pq
52,a,0.415,pq
53,a,0.415,pq
54,a,0.415,pq
55,a,0.415,pq
56,a,0.415,pq
57,a,0.415,pq
58,a,0.415,pq
59,a,0.415,pq
60,a,0.415,pq
61,a,0.415,pq
62,a,0.415,pq
63,a,0.415,pq
64,a,0.415,pq
65,a,0.415,pq
66,a,0.415,pq
67,a,0.415,pq
68,a,0.415,pq
69,a,0.415,pq
70,a,0.415,pq
71,a,0.415,pq
72,a,0.415,pq
73,a,0.415,pq
74,a,0.415,pq
75,a,0.415,pq
76,a,0.415,pq
77,a,0.415,pq
78,a,0.415,pq
79,a,0.415,pq
80,a,0.415,pq
81,a,0.415,pq
82,a,0.415,pq
83,a,0.415,pq
84,a,0.415,pq
85,a,0.415,pq
86,a,0.415,pq
87,a,0.415,pq
88,a,0.415,pq
89,a,0.415,pq
90,a,0.415,pq
91,a,0.415,pq
92,a,0.415,pq
93,a,0.415,pq
94,a,0.415,pq
95,a,0.415,pq
96,a,0.415,pq
97,a,0.415,pq
98,a,0.415,pq
99,a,0.415,pq
100,a,0.415,pq
101,a,0.415,pq
102,a,0.415,pq
103,a,0.415,pq
104,a,0.415,pq
105,a,0.415,pq
106,a,0.415,pq
107,a,0.415,pq
108,a,0.415,pq
109,a,0.415,pq
110,a,0.415,pq
111,a,0.415,pq
112,a,0.415,pq
113,a,0.415,pq
114,a,0.415,pq
115,a,0.415,pq
116,a,0.415,pq
117,a,0.415,pq
118,a,0.415,pq
119,a,0.415,pq
120,a,0.415,pq
121,a,0.415,pq
122,a,0.415,pq
123,a,0.415,pq
124,a,0.415,pq
125,a,0.415,pq
126,a,0.415,pq
127,a,0.415,pq
128,a,0.415,pq
129,a,0.415,pq
130,a,0.415,pq
131,a,0.415,pq
132,a,0.415,pq
133,a,0.415,pq
134,a,0.415,pq
135,a,0.415,pq
136,a,0.415,pq
137,a,0.415,pq
138,a,0.415,pq
139,a,0.415,pq
140,a,0.415,pq
141,a,0.415,pq
142,a,0.415,pq
143,a,0.415,pq
144,a,0.415,pq
145,a,0.415,pq
146,a,0.415,pq
147,a,0.415,pq
148,a,0.415,pq
149,a,0.415,pq
150,a,0.415,pq
151,a,0.415,pq
152,a,0.415,pq
153,a,0.415,pq
154,a,0.415,pq
155,a,0.415,pq
156,a,0.415,pq
157,a,0.415,pq
158,a,0.415,pq
159,a,0.415,pq
160,a,0.415,pq
161,a,0.415,pq
162,a,0.415,pq
163,a,0.415,pq
164,a,0.415,pq
165,a,0.415,pq
166,a,0.415,pq
167,a,0.415,pq
168,a,0.415,pq
169,a,0.415,pq
170,a,0.415,pq
171,a,0.415,pq
172,a,0.415,pq
173,a,0.415,pq
174,a,0.415,pq
175,a,0.415,pq
176,a,0.415,pq
177,a,0.415,pq
178,a,0.415,pq
179,a,0.415,pq
180,a,0.415,pq
181,a,0.415,pq
182,a,0.415,pq
183,a,0.415,pq
184,a,0.415,pq
185,a,0.415,pq
186,a,0.415,pq
187,a,0.415,pq
188,a,0.415,pq
189,a,0.415,pq
190,a,0.415,pq
191,a,0.415,pq
192,a,0.415,pq
193,a,0.415,pq
194,a,0.415,pq
195,a,0.415,pq
196,a,0.415,pq
197,a,0.415,pq
198,a,0.415,pq
199,a,0.415,pq
200,a,0.415,pq
201,a,0.415,pq
202,a,0.415,pq
203,a,0.415,pq
204,a,0.415,pq
205,a,0.415,pq
206,a,0.415,pq
207,a,0.415,pq
208,a,0.415,pq
209,a,0.415,pq
210,a,0.415,pq
211,a,0.415,pq
212,a,0.415,pq
213,a,0.415,pq
214,a,0.415,pq
215,a,0.415,pq
216,a,0.415,pq
217,a,0.415,pq
218,a,0.415,pq
219,a,0.415,pq
220,a,0.415,pq
221,a,0.415,pq
222,a,0.415,pq
223,a,0.415,pq
224,a,0.415,pq
225,a,0.415,pq
226,a,0.415,pq
227,a,0.415,pq
228,a,0.415,pq
229,a,0.415,pq
230,a,0.415,pq
231,a,0.415,pq
232,a,0.415,pq
233,a,0.415,pq
234,a,0.415,pq
235,a,0.415,pq
236,a,0.415,pq
237,a,0.415,pq
238,a,0.415,pq
239,a,0.415,pq
240,a,0.415,pq
241,a,0.415,pq
242,a,0.415,pq
243,a,0.415,pq
244,a,0.415,pq
245,a,0.415,pq
246,a,0.415,pq
247,a,0.415,pq
248,a,0.415,pq
249,a,0.415,pq
250,a,0.415,pq
251,a,0.415,pq
