bus_id,phases,base_kv,type
1,a,12.66,slack
2,a,12.66,pq
3,a,12.66,pq
4,a,12.66,pq
5,a,12.66,pq
6,a,12.66,pq
7,a,12.66,pq
8,a,12.66,pq
9,a,12.66,pq
10,a,12.66,pq
11,a,12.66,pq
12,a,12.66,pq
13,a,12.66,pq
14,a,12.66,pq
15,a,12.66,pq
16,a,12.66,pq
17,a,12.66,pq
18,a,12.66,pq
19,a,12.66,pq
20,a,12.66,pq
21,a,12.66,pq
22,a,12.66,pq
23,a,12.66,pq
24,a,12.66,pq
25,a,12.66,pq
26,a,12.66,pq
27,a,12.66,pq
28,a,12.66,pq
29,a,12.66,pq
30,a,12.66,pq
31,a,12.66,pq
32,a,12.66,pq
33,a,12.66,pq
34,a,12.66,pq
35,a,12.66,pq
36,a,12.66,pq
37,a,12.66,pq
38,a,12.66,pq
39,a,12.66,pq
40,a,12.66,pq
41,a,12.66,pq
42,a,12.66,pq
43,a,12.66,pq
44,a,12.66,pq
45,a,12.66,pq
46,a,12.66,pq
47,a,12.66,pq
48,a,12.66,pq
49,a,12.66,pq
50,a,12.66,pq
51,a,12.66,pq
52,a,12.66,pq
53,a,12.66,pq
54,a,12.66,pq
55,a,12.66,pq
56,a,12.66,pq
57,a,12.66,pq
58,a,12.66,pq
59,a,12.66,pq
60,a,12.66,pq
61,a,12.66,pq
62,a,12.66,pq
63,a,12.66,pq
64,a,12.66,pq
65,a,12.66,pq
66,a,12.66,pq
67,a,12.66,pq
68,a,12.66,pq
69,a,12.66,pq
