bus_id,phase,scenario,p_pu,q_pu
sourcebus,a,h001,0,0
sourcebus,b,h001,0,0
sourcebus,c,h001,0,0
701,a,h001,-0.0835548352141188,-0.073507750903391206
701,b,h001,-0.056555034869634001,-0.029137563466741099
701,c,h001,-0.111890129916247,-0.0233546856298677
702,a,h001,-0.025669638017564961,-0.035925699103841184
702,b,h001,-0.0209276649707817,-0.00029026363588519402
702,c,h001,-0.055523899217864096,-0.011923943395238328
703,a,h001,-0.052358555762004232,-0.030308669186188898
703,b,h001,-0.02946962058667426,-0.026212496520241709
703,c,h001,-0.046664778662955597,-0.0056242832264977024
704,a,h001,-0.037548323067334598,-0.019422168599450368
704,b,h001,-0.07339391812915233,-0.012689916926973528
704,c,h001,-0.063004395640064811,-0.043680645671482304
709,a,h001,-0.024973287328661331,-0.0059050066997174393
709,b,h001,-0.032435380733836998,-0.014811759987497819
709,c,h001,-0.022412729542675501,-0.014935610247790622
734,a,h001,-0.098701379776606299,-0.045297754251185089
734,b,h001,-0.049105090201857528,-0.05434308807314947
734,c,h001,-0.070984055904998317,-0.0012531128851867568
775,a,h001,0,0
775,b,h001,0,0
775,c,h001,0,0
799,a,h001,0,0
799,b,h001,0,0
799,c,h001,0,0
