bus_id,phase,scenario,p_pu,q_pu
sourcebus,a,h001,0.149423708674679,0.023929555559661999
sourcebus,b,h001,0.13699028015738501,0.016829507169476999
sourcebus,c,h001,0.14935583554597001,0.0096118583234339992
_hvmv_sub_lsb,a,h001,1.2885000000000003e-11,5.5305000000000003e-11
_hvmv_sub_lsb,b,h001,-6.7589999999999957e-12,2.8539000000000004e-11
_hvmv_sub_lsb,c,h001,1.0989999999999993e-12,3.2750000000000029e-12
m1009763,a,h001,9.9999999999999968e-16,3.9999999999999987e-15
m1009763,b,h001,-3.7e-14,4.9999999999999976e-15
m1009763,c,h001,4.0000000000000003e-15,2.9999999999999998e-15
l2673322,b,h001,1.3000000000000001e-14,-7.9999999999999975e-15
m1069148,c,h001,-2.9999999999999998e-14,-1.8999999999999998e-14
m1069588,b,h001,2.9999999999999998e-15,1.6000000000000001e-14
l2804270,b,h001,-4.9999999999999992e-15,-3.1e-14
m3036164,b,h001,-1.4399999999999999e-13,-2.6199999999999999e-13
l2935553,b,h001,1.4e-14,1.4e-14
l3085398,a,h001,1.1e-14,-1.7e-14
l3085398,b,h001,-8.9999999999999995e-15,2.2000000000000001e-14
l3085398,c,h001,2.9999999999999998e-15,-2.0000000000000002e-15
m1026891,a,h001,2.9999999999999998e-15,1.7999999999999999e-14
m1026891,b,h001,5.9999999999999997e-15,-8.0000000000000006e-15
m1026891,c,h001,-1.2900000000000001e-13,-1.54e-13
l3216367,a,h001,7.0000000000000001e-15,1.9000000000000001e-14
l3216367,b,h001,8.9999999999999995e-15,4.4000000000000002e-14
l3216367,c,h001,-2.5000000000000001e-14,2.3e-14
m1069468,a,h001,1.0999999999999997e-14,-1.0000000000000002e-14
m1069468,b,h001,-1.1e-14,-5.4999999999999999e-14
m1069468,c,h001,2.2000000000000001e-14,-1.9000000000000001e-14
m1047592,a,h001,-5e-15,1.7999999999999999e-14
m1047592,b,h001,-3.7e-14,2.0000000000000002e-15
m1047592,c,h001,-1.4499999999999999e-13,-9.600000000000002e-14
m1047339,a,h001,9.0000000000000042e-15,5.8000000000000005e-14
m1047339,b,h001,2.0000000000000002e-15,5.9999999999999997e-15
m1047339,c,h001,-1.0000000000000001e-15,2.0000000000000002e-15
m1026915,a,h001,0,-2.3e-14
m1026915,b,h001,-2.61e-13,-5.6999999999999984e-14
m1026915,c,h001,1.1e-14,8.9999999999999995e-15
m1026920,a,h001,1.7999999999999999e-14,2.6999999999999999e-14
m1026920,b,h001,-3.4e-14,2.9999999999999998e-14
m1026920,c,h001,-8.9999999999999995e-15,-8.0000000000000006e-15
l3254207,a,h001,7.0000000000000001e-15,1.7e-14
