bus_id,phase,scenario,v_re_pu,v_im_pu
sourcebus,a,h001,1.049999857830658,-0.000000887390587
sourcebus,b,h001,-0.525000654639706,-0.909326180562311
sourcebus,c,h001,-0.524999203088497,0.909327068130355
_hvmv_sub_lsb,a,h001,0.865432430579487,-0.59330690969417
_hvmv_sub_lsb,b,h001,-0.943562377245085,-0.455505885705902
_hvmv_sub_lsb,c,h001,0.073913996775997,1.047744630780398
hvmv_sub_48332,a,h001,0.865431899298088,-0.593307465516636
hvmv_sub_48332,b,h001,-0.943562572532514,-0.455505170645234
hvmv_sub_48332,c,h001,0.073914686668923,1.047744531932266
m1009763,a,h001,0.70823393744281,-0.705297415309111
m1009763,b,h001,-0.98554359394774,-0.226202505336073
m1009763,c,h001,0.186176912829582,1.01347376409664
l2673322,b,h001,-0.985528612228949,-0.226194821903212
m1069148,c,h001,0.170966300409213,1.016395746974328
l2673309,c,h001,0.170969663137356,1.016354738863115
m1069588,b,h001,-0.977276087610073,-0.256683274277022
l2804270,b,h001,-0.977271595488814,-0.256680788826389
m3036164,b,h001,-0.967105820213674,-0.224816058049367
l2935553,b,h001,-0.96691830054474,-0.224718598751753
m1209749,b,h001,-0.940276113101905,-0.409741678906601
l2748840,b,h001,-0.940253317920725,-0.409716982560705
m1108264,b,h001,-0.972924166977614,-0.345641509683452
m1108263,b,h001,-0.97287575507163,-0.345608771752979
l3085398,a,h001,0.712802324686085,-0.709898080205041
l3085398,b,h001,-0.991196233997183,-0.228793305068833
l3085398,c,h001,0.186873780075143,1.014919491146571
m1026891,a,h001,0.712543722958349,-0.709505677061778
m1026891,b,h001,-0.990379623046608,-0.228438066556024
m1026891,c,h001,0.186871728959124,1.014760316067614
l3216367,a,h001,0.726114529739092,-0.710314292561324
l3216367,b,h001,-0.984484266681817,-0.234719284979875
l3216367,c,h001,0.190673753601689,1.005377253051684
m1069468,a,h001,0.726064439273061,-0.710233478626434
m1069468,b,h001,-0.984218215254724,-0.234502664820086
m1069468,c,h001,0.19080077261768,1.005245105395645
m1142800,b,h001,-0.934788880587236,-0.359206886894743
m1142799,b,h001,-0.934770258052504,-0.35918822762237
m1047592,a,h001,0.729167943314952,-0.716876467337055
m1047592,b,h001,-0.99986769874374,-0.240268540442971
m1047592,c,h001,0.186227797447412,1.019664620564822
p827512,c,h001,0.186227939755999,1.01966252699429
m1047339,a,h001,0.765038952457034,-0.659630562560509
m1047339,b,h001,-0.953216811617373,-0.316778237814625
m1047339,c,h001,0.18066538113138,1.015291526352474
p895104,a,h001,0.765033566954877,-0.659627722128793
m1026915,a,h001,0.712573136703799,-0.709809680308053
m1026915,b,h001,-0.99149454190069,-0.228897997729384
m1026915,c,h001,0.186865684116945,1.014779217443602
m1026920,a,h001,0.712352360677429,-0.709621708059007
m1026920,b,h001,-0.991367839080687,-0.228832899726383
m1026920,c,h001,0.186859536314268,1.014641735742405
n1138596,a,h001,0.724975114885539,-0.707750086784497
l3254207,a,h001,0.724912336620591,-0.707713705521105
m1069464,a,h001,0.725998312459294,-0.71009309974566
m1069464,b,h001,-0.9837393240568,-0.234117911928979
m1069464,c,h001,0.191033410436951,1.005012739097036
p873787,b,h001,-0.983736535917537,-0.234115805336035
n1144665,a,h001,0.733903287845496,-0.71707616682807
n1144665,b,h001,-1.000669964639514,-0.244723073085838
n1144665,c,h001,0.185039411239405,1.018776847440445
m1047515,a,h001,0.733325529627456,-0.716605627486698
m1047515,b,h001,-1.000145097931634,-0.244587396009596
m1047515,c,h001,0.18494197627026,1.018136302064369
n1137002,a,h001,0.730988436799049,-0.713267311457501
m1047707,a,h001,0.730944665249337,-0.713250825056886
l2729406,c,h001,0.152281254028644,0.99758141447979
l2897768,c,h001,0.152288699197116,0.997505443095492
l3649301,a,h001,0.724477351480063,-0.71539239789551
l3649302,a,h001,0.724423512476633,-0.715371743247166
l2970842,b,h001,-0.975570600710816,-0.347448979800043
m1089113,b,h001,-0.975403412999348,-0.347335402520721
m1047312,a,h001,0.761526502379121,-0.656483800707601
m1047312,b,h001,-0.948781043936586,-0.3142703675496
m1047312,c,h001,0.180147173265574,1.014083624656712
p893163,a,h001,0.76151725953035,-0.656479127631159
l2822871,a,h001,0.716692670523203,-0.712361044306408
l2822871,b,h001,-0.995423681754497,-0.233276907255455
l2822871,c,h001,0.185955287129977,1.016411203222767
m1026872,a,h001,0.716350149065512,-0.712174284592938
m1026872,b,h001,-0.995113606889472,-0.232921214966119
m1026872,c,h001,0.186033521460524,1.016271422758788
m1026312,b,h001,-0.930231047598064,-0.30275568266861
l2973163,b,h001,-0.929901856473825,-0.302548546713587
l3728038,a,h001,0.72579761545937,-0.71187583540524
l3728039,a,h001,0.725722343173658,-0.711847239166892
m1069567,b,h001,-0.978888188568115,-0.257577729667051
m1069582,b,h001,-0.977753232958356,-0.256949228236288
n1140830,a,h001,0.709605152622013,-0.701343973985812
l3216351,a,h001,0.709594182637348,-0.701337572125905
l2952007,c,h001,0.093513861550617,1.02104311104872
l2861158,c,h001,0.093521507950179,1.02099490294068
n1140827,a,h001,0.710429849246101,-0.701562197499398
n1140827,b,h001,-0.994374714342834,-0.244135850703264
n1140827,c,h001,0.180144650243666,1.000820769504381
m1026726,a,h001,0.710423192572853,-0.701553897810421
m1026726,b,h001,-0.994358064412263,-0.244129698536986
m1026726,c,h001,0.180144326294933,1.000811201119693
l2730106,a,h001,0.716421038910344,-0.622149290649801
l2730106,b,h001,-0.933096609562306,-0.302578384249744
l2730106,c,h001,0.152434504338124,1.024747623035413
n1142099,a,h001,0.71591086567044,-0.622184854369917
n1142099,b,h001,-0.933069968804643,-0.302094132806916
n1142099,c,h001,0.152596081352431,1.024715586115377
m1026658,a,h001,0.709290161469258,-0.701315559595551
m1026658,b,h001,-0.99448230230924,-0.244635629302194
m1026658,c,h001,0.180046084068005,0.998810744590258
l3172805,a,h001,0.709264372262394,-0.701305653100175
p895112,a,h001,0.772430355500719,-0.619311151407561
l3048962,a,h001,0.77242042111073,-0.619308705907413
l2991914,a,h001,0.728057880971768,-0.712574184198086
l2991914,b,h001,-0.996502933397981,-0.243737154292242
l2991914,c,h001,0.183976458078307,1.012881751501031
m1047503,a,h001,0.727614559744841,-0.712293423732362
m1047503,b,h001,-0.996456438889915,-0.243753005619093
m1047503,c,h001,0.183877469638779,1.01257314606512
m1047751,a,h001,0.729202970478801,-0.706491736030518
l2973154,a,h001,0.729197494199551,-0.706488590730251
l3010565,c,h001,0.170985355785734,1.015947122328307
l2897775,c,h001,0.170995249263672,1.01590786539926
m1125955,c,h001,0.142508899292236,1.026464140038063
m1125957,c,h001,0.142509213256888,1.026461126231588
m1069640,b,h001,-0.974337065794026,-0.255056603826573
l2804269,b,h001,-0.974244078724638,-0.255005179716793
m1026702,a,h001,0.713285407671585,-0.703395932558835
m1026702,b,h001,-0.994936148915679,-0.244031879076545
m1026702,c,h001,0.180758560931939,1.00335350434997
n1139551,a,h001,0.711923642656816,-0.702535599564289
n1139551,b,h001,-0.994843794755295,-0.244081498147722
n1139551,c,h001,0.180448999751666,1.002496969362349
n1136355,b,h001,-0.983962604327599,-0.260360007423475
l2783231,b,h001,-0.983047875429402,-0.259860959253721
l2748143,a,h001,0.733833884769774,-0.685666336255938
l3251854,a,h001,0.733817618750063,-0.685660603679172
m1069610,b,h001,-0.975712857290493,-0.255815767939943
m1069600,b,h001,-0.975699438719286,-0.255805131759929
m1069424,a,h001,0.72547498782681,-0.709022962315889
m1069424,b,h001,-0.980082147793021,-0.23118295873211
m1069424,c,h001,0.192807889272347,1.003222951438536
l2935549,a,h001,0.725411513459363,-0.708870149865095
l2935549,b,h001,-0.979584490441932,-0.230772340672522
l2935549,c,h001,0.193042515726735,1.003006340761134
p895089,c,h001,0.170305841796661,1.028926927080037
l3235242,c,h001,0.170314351890915,1.028893642859918
m1026795,a,h001,0.723186037023605,-0.709742315991562
m1026795,b,h001,-0.996051828750809,-0.243870213449453
m1026795,c,h001,0.182964539293863,1.009623860473604
