bus_id,phase,scenario,p_pu,q_pu
sourcebus,a,h001,0.149423708674679,0.023929555559662
sourcebus,b,h001,0.136990280157385,0.016829507169477
sourcebus,c,h001,0.14935583554597,0.009611858323434
_hvmv_sub_lsb,a,h001,0.000000000145718,0.000000000012768
_hvmv_sub_lsb,b,h001,0.000000000034047,-0.000000000068746
_hvmv_sub_lsb,c,h001,-0.00000000003525,0.000000000050849
hvmv_sub_48332,a,h001,-0.000000000132833,0.000000000042537
hvmv_sub_48332,b,h001,-0.000000000040806,0.000000000097285
hvmv_sub_48332,c,h001,0.000000000036349,-0.000000000047574
m1009763,a,h001,0.000000000000006,0.000000000000012
m1009763,b,h001,-0.000000000000024,0.000000000000039
m1009763,c,h001,0.000000000000011,-0.000000000000002
l2673322,b,h001,0.000000000000029,0.000000000000016
m1069148,c,h001,-0.00000000000003,-0.000000000000021
l2673309,c,h001,0,0.000000000000002
m1069588,b,h001,0.000000000000003,0.000000000000016
l2804270,b,h001,-0.000000000000006,-0.000000000000028
m3036164,b,h001,-0.00000000000015,-0.000000000000262
l2935553,b,h001,0.000000000000014,0.000000000000014
m1209749,b,h001,-0.000000000000116,-0.000000000000098
l2748840,b,h001,0.000000000000006,0.000000000000002
m1108264,b,h001,0.000000000000003,-0.000000000000002
m1108263,b,h001,0.000000000000006,0.000000000000006
l3085398,a,h001,0.000000000000011,-0.000000000000017
l3085398,b,h001,-0.000000000000009,0.000000000000022
l3085398,c,h001,0.000000000000003,-0.000000000000002
m1026891,a,h001,0.000000000000003,0.000000000000018
m1026891,b,h001,0.000000000000006,-0.000000000000008
m1026891,c,h001,0.000000000000018,-0.000000000000002
l3216367,a,h001,0.000000000000007,0.000000000000019
l3216367,b,h001,0.000000000000009,0.000000000000044
l3216367,c,h001,-0.000000000000025,0.000000000000023
m1069468,a,h001,-0.000000000000035,-0.000000000000046
m1069468,b,h001,-0.000000000000011,-0.000000000000055
m1069468,c,h001,0.000000000000022,-0.000000000000019
m1142800,b,h001,-0.000000000000002,0.000000000000016
m1142799,b,h001,-0.000000000000005,-0.000000000000011
m1047592,a,h001,-0.000000000000005,0.000000000000018
m1047592,b,h001,-0.000000000000037,0.000000000000002
m1047592,c,h001,-0.000000000000114,-0.000000000000163
p827512,c,h001,0.000000000000025,0.000000000000055
m1047339,a,h001,0.000000000000088,0.000000000000028
m1047339,b,h001,0.000000000000002,0.000000000000006
m1047339,c,h001,-0.000000000000001,0.000000000000002
p895104,a,h001,-0.00000000000008,0.000000000000012
m1026915,a,h001,0,-0.000000000000023
m1026915,b,h001,0.000000000000061,-0.000000000000197
m1026915,c,h001,0.000000000000011,0.000000000000009
m1026920,a,h001,0.000000000000018,0.000000000000027
m1026920,b,h001,-0.000000000000023,0.000000000000002
m1026920,c,h001,-0.000000000000009,-0.000000000000008
n1138596,a,h001,0.000000000000018,-0.000000000000038
l3254207,a,h001,0.000000000000007,0.000000000000017
m1069464,a,h001,-0.000000000000036,-0.000000000000008
m1069464,b,h001,0.000000000000146,-0.000000000000105
m1069464,c,h001,-0.000000000000004,0.000000000000027
p873787,b,h001,-0.000000000000152,0.000000000000141
n1144665,a,h001,0.000000000000029,-0.000000000000013
n1144665,b,h001,-0.000000000000002,0.000000000000001
n1144665,c,h001,-0.000000000000022,0.000000000000064
m1047515,a,h001,-0.000000000000017,-0.000000000000006
m1047515,b,h001,-0.000000000000019,0.000000000000009
