bus_id,phases,base_kv,type
sourcebus,abc,1.0,slack
_hvmv_sub_lsb,abc,1.0,pq
hvmv_sub_48332,abc,1.0,pq
m1009763,abc,1.0,pq
l2673322,b,1.0,pq
m1069148,c,1.0,pq
l2673309,c,1.0,pq
m1069588,b,1.0,pq
l2804270,b,1.0,pq
m3036164,b,1.0,pq
l2935553,b,1.0,pq
m1209749,b,1.0,pq
l2748840,b,1.0,pq
m1108264,b,1.0,pq
m1108263,b,1.0,pq
l3085398,abc,1.0,pq
m1026891,abc,1.0,pq
l3216367,abc,1.0,pq
m1069468,abc,1.0,pq
m1142800,b,1.0,pq
m1142799,b,1.0,pq
m1047592,abc,1.0,pq
p827512,c,1.0,pq
m1047339,abc,1.0,pq
p895104,a,1.0,pq
m1026915,abc,1.0,pq
m1026920,abc,1.0,pq
n1138596,a,1.0,pq
l3254207,a,1.0,pq
m1069464,abc,1.0,pq
p873787,b,1.0,pq
n1144665,abc,1.0,pq
m1047515,abc,1.0,pq
n1137002,a,1.0,pq
m1047707,a,1.0,pq
l2729406,c,1.0,pq
l2897768,c,1.0,pq
l3649301,a,1.0,pq
l3649302,a,1.0,pq
l2970842,b,1.0,pq
m1089113,b,1.0,pq
m1047312,abc,1.0,pq
p893163,a,1.0,pq
l2822871,abc,1.0,pq
m1026872,abc,1.0,pq
m1026312,b,1.0,pq
l2973163,b,1.0,pq
l3728038,a,1.0,pq
l3728039,a,1.0,pq
m1069567,b,1.0,pq
m1069582,b,1.0,pq
n1140830,a,1.0,pq
l3216351,a,1.0,pq
l2952007,c,1.0,pq
l2861158,c,1.0,pq
n1140827,abc,1.0,pq
m1026726,abc,1.0,pq
l2730106,abc,1.0,pq
n1142099,abc,1.0,pq
m1026658,abc,1.0,pq
l3172805,a,1.0,pq
p895112,a,1.0,pq
l3048962,a,1.0,pq
l2991914,abc,1.0,pq
m1047503,abc,1.0,pq
m1047751,a,1.0,pq
l2973154,a,1.0,pq
l3010565,c,1.0,pq
l2897775,c,1.0,pq
m1125955,c,1.0,pq
m1125957,c,1.0,pq
m1069640,b,1.0,pq
l2804269,b,1.0,pq
m1026702,abc,1.0,pq
n1139551,abc,1.0,pq
n1136355,b,1.0,pq
l2783231,b,1.0,pq
l2748143,a,1.0,pq
l3251854,a,1.0,pq
m1069610,b,1.0,pq
m1069600,b,1.0,pq
m1069424,abc,1.0,pq
l2935549,abc,1.0,pq
p895089,c,1.0,pq
l3235242,c,1.0,pq
m1026795,abc,1.0,pq
n1140522,c,1.0,pq
l3030199,abc,1.0,pq
m1125934,abc,1.0,pq
m1069189,abc,1.0,pq
l2860487,c,1.0,pq
221-312488,abc,1.0,pq
m1089183,abc,1.0,pq
m1108464,b,1.0,pq
l3102286,b,1.0,pq
f739845,abc,1.0,pq
293471,abc,1.0,pq
p827499,a,1.0,pq
n1139254,a,1.0,pq
m1026657,a,1.0,pq
m1026656,a,1.0,pq
m1108299,b,1.0,pq
m1108300,b,1.0,pq
l3198355,b,1.0,pq
l2805037,b,1.0,pq
n1137994,c,1.0,pq
m1069484,c,1.0,pq
l2860504,a,1.0,pq
l2860493,a,1.0,pq
m1026783,abc,1.0,pq
m1026780,abc,1.0,pq
p895111,c,1.0,pq
l2895496,c,1.0,pq
n1140819,abc,1.0,pq
m1026700,abc,1.0,pq
m1089173,c,1.0,pq
l2935551,c,1.0,pq
m1026344,a,1.0,pq
m1026364,a,1.0,pq
l2879070,abc,1.0,pq
l3216345,abc,1.0,pq
m1069428,abc,1.0,pq
n1139257,b,1.0,pq
l2991919,a,1.0,pq
m1026361,a,1.0,pq
n1147857,a,1.0,pq
m1009742,a,1.0,pq
q14412,abc,1.0,pq
m1047325,abc,1.0,pq
n1139263,a,1.0,pq
l3048227,a,1.0,pq
p827506,a,1.0,pq
m1069469,a,1.0,pq
m1027019,b,1.0,pq
l2785522,b,1.0,pq
l3216338,b,1.0,pq
l2973146,b,1.0,pq
m3037452,a,1.0,pq
l2973164,a,1.0,pq
l3120376,a,1.0,pq
m1026925,a,1.0,pq
m1047612,c,1.0,pq
p828360,c,1.0,pq
m1089195,c,1.0,pq
l3141393,c,1.0,pq
m1026946,b,1.0,pq
m1026940,b,1.0,pq
m1047471,b,1.0,pq
l3216349,b,1.0,pq
m1047401,a,1.0,pq
l2748132,a,1.0,pq
l3122820,a,1.0,pq
l3141398,a,1.0,pq
m1108360,c,1.0,pq
l3048968,c,1.0,pq
l2801950,c,1.0,pq
m1069224,c,1.0,pq
l2766746,c,1.0,pq
m1027073,c,1.0,pq
m1142873,c,1.0,pq
m1069181,a,1.0,pq
l2973151,a,1.0,pq
l3179682,c,1.0,pq
l2786274,c,1.0,pq
l3066816,a,1.0,pq
m1026667,a,1.0,pq
m1108529,abc,1.0,pq
