row,col,g,b
1,1,333.30000333299995,-33330.000333299998601
1,4,-321.253015260722805,32125.301526072285924
2,2,333.30000333299995,-33330.000333299998601
2,5,-321.253015260722805,32125.301526072285924
3,3,333.30000333299995,-33330.000333299998601
3,6,-321.253015260722805,32125.301526072285924
4,1,-321.253015260722805,32125.301526072285924
4,4,1154016.308127159019932,-30964.146049226295872
4,7,-1153706.666666666744277,0
5,2,-321.253015260722805,32125.301526072285924
5,5,1154016.308127159019932,-30964.146049226295872
5,8,-1153706.666666666744277,0
6,3,-321.253015260722805,32125.301526072285924
6,6,1154016.308127159019932,-30964.146049226295872
6,9,-1153706.666666666744277,0
7,4,-1153706.666666666744277,0
7,7,1153714.076890680706128,-15.365347432691427
7,8,-3.599446080711694,5.274530124690195
7,9,-1.298863956003026,3.426121934511613
7,10,-7.410224013918219,15.365347680754365
7,11,3.599446080711694,-5.274530204744191
7,12,1.298863956003026,-3.426121965022939
8,5,-1153706.666666666744277,0
8,7,-3.599446080711694,5.274530124690195
8,8,1153714.952984341885895,-15.92249185080435
8,9,-2.204811289897026,4.181582706713628
8,10,3.599446080711694,-5.274530204744191
8,11,-8.28631767518447,15.922492112169566
8,12,2.204811289897026,-4.181582757602256
9,6,-1153706.666666666744277,0
9,7,-1.298863956003026,3.426121934511613
9,8,-2.204811289897026,4.181582706713628
9,9,1153713.324107099790126,-14.828924587300945
9,10,1.298863956003026,-3.426121965022939
9,11,2.204811289897026,-4.181582757602256
9,12,-6.657440432926789,14.828924823154111
10,7,-7.410224013918219,15.365347680754365
10,8,3.599446080711694,-5.274530204744191
10,9,1.298863956003026,-3.426121965022939
10,10,17.290522699142517,-35.852477487650049
10,11,-8.398707521660619,12.30723700430862
10,12,-3.030682564007062,7.994284531658705
10,15,-9.880298685224298,20.487130241005826
10,16,4.799261440948925,-7.032706939658921
10,17,1.731818608004036,-4.568162620030588
11,7,3.599446080711694,-5.274530204744191
11,8,-8.28631767518447,15.922492112169566
11,9,2.204811289897026,-4.181582757602256
11,10,-8.398707521660619,12.30723700430862
11,11,32.249666820832708,-50.245215185617354
11,12,-5.144559676426394,9.757026345350166
11,13,-12.914925578735613,13.092734134347481
11,15,4.799261440948925,-7.032706939658921
11,16,-11.048423566912629,21.229989482892755
11,17,2.939748386529369,-5.575443676803009
12,7,1.298863956003026,-3.426121965022939
12,8,2.204811289897026,-4.181582757602256
12,9,-6.657440432926789,14.828924823154111
12,10,-3.030682564007062,7.994284531658705
12,11,-5.144559676426394,9.757026345350166
12,12,24.574475581944107,-43.765737945226469
12,14,-9.040447905114929,9.164913894043234
12,15,1.731818608004036,-4.568162620030588
12,16,2.939748386529369,-5.575443676803009
12,17,-8.876587243902389,19.771899764205482
13,11,-12.914925578735613,13.092734134347481
13,13,12.914925578735613,-13.092734047944152
14,12,-9.040447905114929,9.164913894043234
14,14,27.295198482750841,-27.670989643602606
14,18,-11.300559881393658,11.456142367554042
14,19,-6.954190696242253,7.049933764648642
15,10,-9.880298685224298,20.487130241005826
15,11,4.799261440948925,-7.032706939658921
15,12,1.731818608004036,-4.568162620030588
15,15,24.700746713060742,-51.217825292435869
15,16,-11.998153602372311,17.58176724907981
15,17,-4.329546520010089,11.420406511937308
15,21,-14.820448027836438,30.730695361508729
15,22,7.198892161423387,-10.549060409488382
15,23,2.597727912006052,-6.852243930045878
16,10,4.799261440948925,-7.032706939658921
16,11,-11.048423566912629,21.229989482892755
16,12,2.939748386529369,-5.575443676803009
16,15,-11.998153602372311,17.58176724907981
16,16,27.621058917281562,-53.074973380525371
16,17,-7.34937096632342,13.938609128396738
16,21,7.198892161423387,-10.549060409488382
16,22,-16.572635350368941,31.844984224339132
16,23,4.409622579794052,-8.363165515204512
17,10,1.731818608004036,-4.568162620030588
