bus_id,phases,base_kv,type
150,abc,1.0,slack
150r,abc,1.0,pq
149,abc,1.0,pq
1,abc,1.0,pq
2,b,1.0,pq
3,c,1.0,pq
7,abc,1.0,pq
4,c,1.0,pq
5,c,1.0,pq
6,c,1.0,pq
8,abc,1.0,pq
12,b,1.0,pq
9,a,1.0,pq
13,abc,1.0,pq
9r,a,1.0,pq
14,a,1.0,pq
34,c,1.0,pq
18,abc,1.0,pq
11,a,1.0,pq
10,a,1.0,pq
15,c,1.0,pq
16,c,1.0,pq
17,c,1.0,pq
19,a,1.0,pq
21,abc,1.0,pq
20,a,1.0,pq
22,b,1.0,pq
23,abc,1.0,pq
24,c,1.0,pq
25,abc,1.0,pq
25r,ac,1.0,pq
26,ac,1.0,pq
28,abc,1.0,pq
27,ac,1.0,pq
31,c,1.0,pq
33,a,1.0,pq
29,abc,1.0,pq
30,abc,1.0,pq
250,abc,1.0,pq
32,c,1.0,pq
35,abc,1.0,pq
36,ab,1.0,pq
40,abc,1.0,pq
37,a,1.0,pq
38,b,1.0,pq
39,b,1.0,pq
41,c,1.0,pq
42,abc,1.0,pq
43,b,1.0,pq
44,abc,1.0,pq
45,a,1.0,pq
47,abc,1.0,pq
46,a,1.0,pq
48,abc,1.0,pq
49,abc,1.0,pq
50,abc,1.0,pq
51,abc,1.0,pq
151,abc,1.0,pq
52,abc,1.0,pq
53,abc,1.0,pq
54,abc,1.0,pq
55,abc,1.0,pq
57,abc,1.0,pq
56,abc,1.0,pq
58,b,1.0,pq
60,abc,1.0,pq
59,b,1.0,pq
61,abc,1.0,pq
62,abc,1.0,pq
63,abc,1.0,pq
64,abc,1.0,pq
65,abc,1.0,pq
66,abc,1.0,pq
67,abc,1.0,pq
68,a,1.0,pq
72,abc,1.0,pq
97,abc,1.0,pq
69,a,1.0,pq
70,a,1.0,pq
71,a,1.0,pq
73,c,1.0,pq
76,abc,1.0,pq
74,c,1.0,pq
75,c,1.0,pq
77,abc,1.0,pq
86,abc,1.0,pq
78,abc,1.0,pq
79,abc,1.0,pq
80,abc,1.0,pq
81,abc,1.0,pq
82,abc,1.0,pq
84,c,1.0,pq
83,abc,1.0,pq
85,c,1.0,pq
87,abc,1.0,pq
88,a,1.0,pq
89,abc,1.0,pq
90,b,1.0,pq
91,abc,1.0,pq
92,c,1.0,pq
93,abc,1.0,pq
94,a,1.0,pq
95,abc,1.0,pq
96,b,1.0,pq
98,abc,1.0,pq
99,abc,1.0,pq
100,abc,1.0,pq
450,abc,1.0,pq
197,abc,1.0,pq
101,abc,1.0,pq
102,c,1.0,pq
105,abc,1.0,pq
103,c,1.0,pq
104,c,1.0,pq
106,b,1.0,pq
108,abc,1.0,pq
107,b,1.0,pq
109,a,1.0,pq
300,abc,1.0,pq
110,a,1.0,pq
111,a,1.0,pq
112,a,1.0,pq
113,a,1.0,pq
114,a,1.0,pq
135,abc,1.0,pq
152,abc,1.0,pq
160r,abc,1.0,pq
160,abc,1.0,pq
61s,abc,1.0,pq
610,abc,1.0,pq
