bus_id,phase,scenario,p_pu,q_pu
150,a,h001,0,0
150,b,h001,0,0
150,c,h001,0,0
1,a,h001,-0.0080000000000000002,-0.0040000000000000001
1,b,h001,-0.0040000000000000001,-0.002
1,c,h001,-0.02069221007491125,-0.0103068832006484
101,a,h001,0,0
101,b,h001,-0.016,-0.0080000000000000002
101,c,h001,-0.02,-0.01
109,a,h001,-0.024706087818204089,-0.01198427510560068
114,a,h001,-0.0040000000000000001,-0.002
13,a,h001,0,0
13,b,h001,0,0
13,c,h001,-0.02033596418650559,-0.0101679820932528
135,a,h001,-0.013044087079465061,-0.0035721300918427094
135,b,h001,-0.01107838249764528,-0.0083673247835363111
135,c,h001,0,0
14,a,h001,-0.012215853114368559,-0.0059754832601236997
149,a,h001,0,0
149,b,h001,0,0
149,c,h001,0,0
152,a,h001,0,0
152,b,h001,0,0
152,c,h001,0,0
160,a,h001,0,0
160,b,h001,0,0
160,c,h001,0,0
18,a,h001,-0.03230549901228523,-0.0153069978510172
18,b,h001,-0.0085364841487471609,-0.0042682420743735804
18,c,h001,-0.016,-0.0080000000000000002
197,a,h001,0,0
197,b,h001,0,0
197,c,h001,0,0
26,a,h001,-0.0081538429040829506,-0.00363352961565517
26,c,h001,-0.0080000000000000002,-0.0040000000000000001
40,a,h001,-0.044036978110371994,-0.027335035152408357
40,b,h001,-0.044560502111415552,-0.029741605947564878
40,c,h001,-0.040445387384880543,-0.025062034244534112
52,a,h001,-0.0080000000000000002,-0.0040000000000000001
52,b,h001,0,0
52,c,h001,0,0
53,a,h001,-0.012000181725045331,-0.0060000908625226605
53,b,h001,-0.0121871739665265,-0.0059476517502104502
53,c,h001,0,0
60,a,h001,-0.012,-0.0060000000000000001
60,b,h001,0,0
60,c,h001,-0.0080872726911942906,-0.0040436363455971401
61,a,h001,0,0
61,b,h001,0,0
61,c,h001,0,0
610,a,h001,0,0
610,b,h001,0,0
610,c,h001,0,0
61s,a,h001,0,0
61s,b,h001,0,0
61s,c,h001,0,0
64,a,h001,-0.0090189251797412901,-0.0092572236505825897
64,b,h001,-0.02281496212726486,-0.011824613244154281
64,c,h001,-0.026930468792838301,-0.012680807259606221
67,a,h001,0,0
67,b,h001,0,0
67,c,h001,-0.024548146979184518,-0.012274073489592259
68,a,h001,-0.024,-0.012
7,a,h001,-0.0040000000000000001,-0.002
7,b,h001,0,0
7,c,h001,0,0
76,a,h001,-0.045463592071512827,-0.02238264707207616
76,b,h001,-0.053338549364759638,-0.032540551060908002
76,c,h001,-0.022979037420861798,-0.013734063348053461
8,a,h001,-0.0080000000000000002,-0.0040000000000000001
8,b,h001,-0.0040000000000000001,-0.002
8,c,h001,0,0
80,a,h001,-0.0080000000000000002,-0.0040000000000000001
80,b,h001,-0.0080000000000000002,-0.0040000000000000001
80,c,h001,-0.016,-0.0080000000000000002
97,a,h001,-0.0080000000000000002,-0.0040000000000000001
97,b,h001,-0.0080000000000000002,-0.0040000000000000001
97,c,h001,-0.0085893547253210103,-0.0042946773626605103
