bus_id,phases,base_kv,type
sourcebus,abc,1.0,slack
800,abc,1.0,pq
802,abc,1.0,pq
806,abc,1.0,pq
808,abc,1.0,pq
810,b,1.0,pq
812,abc,1.0,pq
814,abc,1.0,pq
814r,abc,1.0,pq
850,abc,1.0,pq
816,abc,1.0,pq
818,a,1.0,pq
824,abc,1.0,pq
820,a,1.0,pq
822,a,1.0,pq
826,b,1.0,pq
828,abc,1.0,pq
830,abc,1.0,pq
854,abc,1.0,pq
832,abc,1.0,pq
858,abc,1.0,pq
834,abc,1.0,pq
860,abc,1.0,pq
842,abc,1.0,pq
836,abc,1.0,pq
840,abc,1.0,pq
862,abc,1.0,pq
844,abc,1.0,pq
846,abc,1.0,pq
848,abc,1.0,pq
852r,abc,1.0,pq
888,abc,1.0,pq
856,b,1.0,pq
852,abc,1.0,pq
864,a,1.0,pq
838,b,1.0,pq
890,abc,1.0,pq
