bus_id,phase,scenario,v_re_pu,v_im_pu
sourcebus,a,h001,1,0
sourcebus,b,h001,-0.5,-0.86602540378443904
sourcebus,c,h001,-0.5,0.86602540378443904
701,a,h001,0.92822260701405002,-0.071223589641249405
701,b,h001,-0.540423947282761,-0.79911044294021805
701,c,h001,-0.38897640964978603,0.86949973769878897
702,a,h001,0.91965152193051802,-0.072356954054612302
702,b,h001,-0.538806101178125,-0.79329778963710895
702,c,h001,-0.38184408641518502,0.86489270328229395
703,a,h001,0.911552360869337,-0.0743163086331151
703,b,h001,-0.53632966042005104,-0.78867216472462998
703,c,h001,-0.37605567624132202,0.862253741723634
704,a,h001,0.91665100395903198,-0.071847755622002296
704,b,h001,-0.53767947998630905,-0.78956105663246501
704,c,h001,-0.379922018840261,0.86082045959665299
707,a,h001,0.91477562097770704,-0.070591782638530304
707,b,h001,-0.53676007320609598,-0.782683920037471
707,c,h001,-0.37897706589865299,0.85293103222102196
708,a,h001,0.900875851280034,-0.0743050184069034
708,b,h001,-0.53108720830687195,-0.78410985492928398
708,c,h001,-0.37038428650612298,0.85789613955194
709,a,h001,0.90372784765168002,-0.074194565012021499
709,b,h001,-0.53256792470801895,-0.78513759649376902
709,c,h001,-0.37182287453788399,0.858764451909792
720,a,h001,0.91530292993638795,-0.0710368051691148
720,b,h001,-0.53762087397626601,-0.78694836804197599
720,c,h001,-0.378632534202552,0.85751751091265804
730,a,h001,0.90552701323349505,-0.074136279399681398
730,b,h001,-0.533508358635572,-0.78602123855171202
730,c,h001,-0.372724112240576,0.859548052846549
734,a,h001,0.89415144769100197,-0.074541756006965401
734,b,h001,-0.52759720719041103,-0.78164924321481499
734,c,h001,-0.36699128047166601,0.85578946624355001
737,a,h001,0.89072132858609598,-0.075275274459727398
737,b,h001,-0.52533224967692105,-0.78038230888205395
737,c,h001,-0.36572284795147397,0.85531687713091697
775,a,h001,0.90361723691876294,-0.074290082475727104
775,b,h001,-0.53267917417542798,-0.78523164412672497
775,c,h001,-0.371932490113977,0.85867016208749203
799,a,h001,0.88921253496710095,-0.089577435417140805
799,b,h001,-0.54280221117642202,-0.80953182184111905
799,c,h001,-0.42182598621911899,0.83452806416425995
