bus_id,phase,scenario,p_pu,q_pu
sourcebus,a,h001,0.355849549904665,0.276386757970431
sourcebus,b,h001,0.281969956779692,0.18561684607822301
sourcebus,c,h001,0.39752135946120398,0.167018498104584
799,a,h001,-2.9999999999999998e-15,1.0000000000000001e-15
799,b,h001,3.5999999999999998e-13,-2.2799999999999999e-13
799,c,h001,5.9999999999999997e-15,-1.1e-14
701,a,h001,-0.083135533547296997,-0.073558728478638993
701,b,h001,-0.056617719699198002,-0.029344086326347999
701,c,h001,-0.11224700820877299,-0.023097320527734999
702,a,h001,-0.025697926277563,-0.035965324936956006
702,b,h001,-0.023192192427475,-0.00038630051830600002
702,c,h001,-0.056936915215349999,-0.013540522806880001
703,a,h001,-0.042813314123898001,-0.015734090795140997
703,b,h001,-0.029341211553220004,-0.027023265343621001
703,c,h001,-0.028244282437371003,-0.00724618532949
730,a,h001,-0.010811072946598001,-0.016560178820615001
730,b,h001,-0.021710777274218,0.001215740902118
730,c,h001,-0.032943083385469002,-0.015462589660985999
704,a,h001,-0.024485825540618001,0.0024816701356770001
704,b,h001,-0.020289231833023003,-0.020675730544162999
704,c,h001,-0.0030705521711469996,-0.0043456104087689993
720,a,h001,-0.011904300427155,-0.018070469573577001
720,b,h001,-0.010815273997180999,0.00039424948231999996
720,c,h001,-0.028080478158518,-0.0067238070439690004
707,a,h001,-0.0028724635252720004,-0.0042424107016560001
707,b,h001,-0.046852348264813999,0.0018082664513080001
707,c,h001,-0.031076580084461,-0.037607398825638003
708,a,h001,-0.025888518478099001,-0.006758500842241999
708,b,h001,-0.012639775055794002,-0.017358063026318003
708,c,h001,-0.011142525296997,0.00076170469831400003
734,a,h001,-0.017239161557100001,-0.027073690256314002
734,b,h001,-0.010731843733865,0.00032031332647500005
734,c,h001,-0.039298807347013,-0.0058886021076230005
737,a,h001,-0.082026872151707009,-0.020615894057483
737,b,h001,-0.039181689267067998,-0.056852382627305
737,c,h001,-0.033115668932963006,0.0027672028846859992
799r,a,h001,-8.9999999999999995e-15,1.1e-14
799r,b,h001,1.829e-12,3.6999999999999999e-13
799r,c,h001,1.7e-14,1.4999999999999999e-14
