bus_id,super_node,kept
B1,B1,1
B2,B1,0
B3,B3,1
B4,B3,0
B5,B5,1
B6,B6,1
B7,B6,0
B8,B6,0
B9,B6,0
B10,B6,0
B11,B6,0
B12,B6,0
B13,B6,0
B14,B6,0
B15,B15,1
B16,B16,1
B17,B16,0
B18,B16,0
B19,B19,1
B20,B19,0
B21,B19,0
B22,B22,1
B23,B22,0
B24,B22,0
B25,B22,0
B26,B22,0
B27,B22,0
B28,B22,0
B29,B22,0
B30,B30,1
B31,B31,1
B32,B87,0
B33,B87,0
B34,B87,0
B35,B87,0
B36,B87,0
B37,B87,0
B38,B87,0
B39,B87,0
B40,B87,0
B41,B87,0
B42,B87,0
B43,B43,1
B44,B43,0
B45,B43,0
B46,B43,0
B47,B43,0
B48,B43,0
B49,B43,0
B50,B43,0
B51,B43,0
B52,B43,0
B53,B43,0
B54,B54,1
B55,B54,0
B56,B56,1
B57,B95,0
B58,B95,0
B59,B95,0
B60,B5,0
B61,B5,0
B62,B5,0
B63,B3,0
B64,B3,0
B65,B3,0
B66,B3,0
B67,B3,0
B68,B3,0
B69,B3,0
B70,B3,0
B71,B3,0
B72,B72,1
B73,B72,0
B74,B72,0
B75,B72,0
B76,B72,0
B77,B72,0
B78,B72,0
B79,B72,0
B80,B72,0
B81,B81,1
B82,B81,0
B83,B81,0
B84,B84,1
B85,B84,0
B86,B84,0
B87,B87,1
B88,B87,0
B89,B6,0
B90,B90,1
B91,B5,0
B92,B5,0
B93,B5,0
B94,B5,0
B95,B95,1
B96,B95,0
B97,B95,0
B98,B95,0
B99,B95,0
B100,B95,0
B101,B95,0
B102,B102,1
B103,B103,1
B104,B103,0
B105,B105,1
B106,B105,0
B107,B105,0
B108,B105,0
B109,B105,0
B110,B110,1
B111,B105,0
B112,B105,0
B113,B105,0
B114,B105,0
B115,B105,0
B116,B105,0
B117,B117,1
B118,B117,0
B119,B103,0
B120,B103,0
B121,B103,0
B122,B122,1
B123,B122,0
B124,B22,0
B125,B22,0
B126,B22,0
B127,B22,0
B128,B22,0
B129,B22,0
B130,B22,0
B131,B22,0
B132,B19,0
B133,B19,0
B134,B19,0
B135,B19,0
B136,B19,0
B137,B19,0
B138,B19,0
B139,B19,0
B140,B140,1
B141,B16,0
B142,B16,0
B143,B16,0
B144,B16,0
B145,B16,0
B146,B16,0
B147,B16,0
B148,B16,0
B149,B16,0
B150,B16,0
B151,B16,0
B152,B152,1
B153,B153,1
B154,B154,1
B155,B155,1
B156,B15,0
B157,B157,1
B158,B15,0
B159,B223,0
B160,B223,0
B161,B223,0
B162,B223,0
B163,B223,0
B164,B223,0
B165,B223,0
B166,B223,0
B167,B223,0
B168,B223,0
B169,B223,0
B170,B217,0
B171,B217,0
B172,B217,0
B173,B217,0
B174,B217,0
B175,B217,0
B176,B176,1
B177,B176,0
B178,B214,0
B179,B214,0
B180,B214,0
B181,B214,0
B182,B214,0
B183,B214,0
B184,B214,0
B185,B214,0
B186,B186,1
B187,B186,0
B188,B30,0
B189,B189,1
B190,B223,0
B191,B223,0
B192,B223,0
B193,B223,0
B194,B223,0
B195,B223,0
B196,B223,0
B197,B223,0
B198,B223,0
B199,B223,0
B200,B223,0
B201,B223,0
B202,B223,0
B203,B223,0
B204,B223,0
B205,B223,0
B206,B223,0
B207,B223,0
B208,B223,0
B209,B223,0
B210,B223,0
B211,B223,0
B212,B223,0
B213,B30,0
B214,B214,1
B215,B214,0
B216,B214,0
B217,B217,1
B218,B217,0
B219,B217,0
B220,B217,0
B221,B217,0
B222,B217,0
B223,B223,1
B224,B223,0
B225,B223,0
B226,B223,0
B227,B223,0
B228,B223,0
B229,B223,0
B230,B223,0
B231,B223,0
B232,B223,0
B233,B233,1
B234,B223,0
B235,B223,0
B236,B43,0
B237,B43,0
B238,B84,0
B239,B84,0
B240,B84,0
B241,B84,0
B242,B84,0
B243,B84,0
B244,B84,0
B245,B84,0
B246,B84,0
B247,B247,1
B248,B247,0
B249,B247,0
B250,B247,0
B251,B247,0
B252,B247,0
B253,B247,0
B254,B247,0
B255,B247,0
B256,B247,0
B257,B247,0
B258,B43,0
B259,B259,1
B260,B43,0
B261,B43,0
B262,B43,0
B263,B299,0
B264,B299,0
B265,B299,0
B266,B266,1
B267,B266,0
B268,B266,0
B269,B269,1
B270,B266,0
B271,B266,0
B272,B266,0
B273,B266,0
B274,B266,0
B275,B266,0
B276,B266,0
B277,B277,1
B278,B266,0
B279,B266,0
B280,B299,0
B281,B299,0
B282,B299,0
B283,B283,1
B284,B284,1
B285,B285,1
B286,B72,0
B287,B287,1
B288,B247,0
B289,B247,0
B290,B247,0
B291,B247,0
B292,B84,0
B293,B84,0
B294,B84,0
B295,B84,0
B296,B84,0
B297,B81,0
B298,B81,0
B299,B299,1
B300,B299,0
