bus_id,phases,base_kv,type
sourcebus,abc,1,slack
_hvmv_sub_lsb,abc,1,pq
m1009763,abc,1,pq
l2673322,b,1,pq
m1069148,c,1,pq
l2673309,c,1,pq
m1069588,b,1,pq
l2804270,b,1,pq
m3036164,b,1,pq
l2935553,b,1,pq
l2748840,b,1,pq
l3085398,abc,1,pq
m1026891,abc,1,pq
l3216367,abc,1,pq
m1069468,abc,1,pq
m1047592,abc,1,pq
m1047339,abc,1,pq
m1026915,abc,1,pq
m1026920,abc,1,pq
l3254207,a,1,pq
m1069464,abc,1,pq
l2729406,c,1,pq
l2897768,c,1,pq
l3649301,a,1,pq
l3649302,a,1,pq
m1089113,b,1,pq
m1047312,abc,1,pq
l2822871,abc,1,pq
l2973163,b,1,pq
l3728038,a,1,pq
l3728039,a,1,pq
m1069567,b,1,pq
m1069582,b,1,pq
l3216351,a,1,pq
l2952007,c,1,pq
l2861158,c,1,pq
m1026726,abc,1,pq
l2730106,abc,1,pq
m1026658,abc,1,pq
l3172805,a,1,pq
l3048962,a,1,pq
l2991914,abc,1,pq
l2973154,a,1,pq
l3010565,c,1,pq
l2897775,c,1,pq
m1125955,c,1,pq
m1069640,b,1,pq
l2804269,b,1,pq
m1026702,abc,1,pq
l2783231,b,1,pq
l2748143,a,1,pq
l3251854,a,1,pq
m1069610,b,1,pq
m1069424,abc,1,pq
l2935549,abc,1,pq
l3235242,c,1,pq
m1026795,abc,1,pq
l3030199,abc,1,pq
m1069189,abc,1,pq
l2860487,c,1,pq
l3102286,b,1,pq
f739845,abc,1,pq
293471,abc,1,pq
l3198355,b,1,pq
l2860504,a,1,pq
l2860493,a,1,pq
m1026783,abc,1,pq
m1026700,abc,1,pq
m1089173,c,1,pq
l2935551,c,1,pq
m1026344,a,1,pq
l2879070,abc,1,pq
l3216345,abc,1,pq
m1069428,abc,1,pq
l2991919,a,1,pq
m1026361,a,1,pq
q14412,abc,1,pq
m1047325,abc,1,pq
l3048227,a,1,pq
m1069469,a,1,pq
l2785522,b,1,pq
l3216338,b,1,pq
l2973146,b,1,pq
m3037452,a,1,pq
l2973164,a,1,pq
l3120376,a,1,pq
m1026925,a,1,pq
l3141393,c,1,pq
m1026940,b,1,pq
m1047471,b,1,pq
l3216349,b,1,pq
m1047401,a,1,pq
l2748132,a,1,pq
l3122820,a,1,pq
l3141398,a,1,pq
l3048968,c,1,pq
m1069224,c,1,pq
l2766746,c,1,pq
m1027073,c,1,pq
m1069181,a,1,pq
l2973151,a,1,pq
l3179682,c,1,pq
l2786274,c,1,pq
l3066816,a,1,pq
m1108529,abc,1,pq
m1108532,abc,1,pq
l2766723,a,1,pq
l3122822,a,1,pq
l2673312,a,1,pq
l3235247,a,1,pq
m1166391,c,1,pq
l3254873,c,1,pq
l2861157,c,1,pq
m1047346,abc,1,pq
m1047345,abc,1,pq
l2822873,b,1,pq
m1108328,c,1,pq
l2875754,c,1,pq
l2786204,c,1,pq
m1009726,a,1,pq
m1047702,a,1,pq
l2767340,abc,1,pq
m1047457,b,1,pq
l2710546,b,1,pq
l2674027,abc,1,pq
l2692633,abc,1,pq
l2674051,a,1,pq
m1069135,abc,1,pq
m1047534,abc,1,pq
l3097861,c,1,pq
m1069560,b,1,pq
l2973153,abc,1,pq
l2898515,c,1,pq
m1166387,c,1,pq
m1047442,b,1,pq
l3235250,b,1,pq
m1142871,abc,1,pq
m1142874,abc,1,pq
l2955081,abc,1,pq
m1108315,abc,1,pq
l2973162,abc,1,pq
m1026333,abc,1,pq
m1009832,b,1,pq
l2860479,b,1,pq
m1026854,abc,1,pq
m1026485,b,1,pq
d6413567-3_int,abc,1,pq
e182724,abc,1,pq
l2933135,abc,1,pq
l2729414,abc,1,pq
l2729430,b,1,pq
l2766742,b,1,pq
l2860483,b,1,pq
l2860490,abc,1,pq
l3104134,abc,1,pq
m1089118,abc,1,pq
l3048208,a,1,pq
m1108505,abc,1,pq
l2955047,abc,1,pq
m1089148,a,1,pq
l2766721,a,1,pq
l3029183,b,1,pq
l2710512,b,1,pq
m1047828,b,1,pq
l3197645,a,1,pq
m1069192,a,1,pq
l3235253,a,1,pq
l3214071,abc,1,pq
m1125952,abc,1,pq
m1027101,b,1,pq
l2860480,b,1,pq
l2710517,a,1,pq
m1026646,a,1,pq
l2935547,b,1,pq
m1026931,a,1,pq
l3216336,a,1,pq
l3142049,abc,1,pq
m1069169,abc,1,pq
l3010556,abc,1,pq
l2991933,c,1,pq
l3122837,c,1,pq
l2691936,a,1,pq
l2897772,a,1,pq
l2766732,b,1,pq
l2989564,b,1,pq
m1126016,a,1,pq
m1026330,abc,1,pq
l2766726,b,1,pq
m1108381,abc,1,pq
l3254237,abc,1,pq
l2804262,a,1,pq
l2841639,a,1,pq
l2708744,b,1,pq
m1069519,abc,1,pq
l2897790,c,1,pq
l2935566,c,1,pq
l3216337,a,1,pq
m1069548,c,1,pq
l3120503,a,1,pq
m1089145,abc,1,pq
l3215385,abc,1,pq
m1026852,abc,1,pq
m1069420,abc,1,pq
l3157708,c,1,pq
m1047326,a,1,pq
e182732,abc,1,pq
l3048205,c,1,pq
m1108361,c,1,pq
m3036169,a,1,pq
l2673317,a,1,pq
l3178981,b,1,pq
m1047368,b,1,pq
l2879794,a,1,pq
m1142811,a,1,pq
m1069565,b,1,pq
l2785536,b,1,pq
l3104114,b,1,pq
m1009824,b,1,pq
l2673308,abc,1,pq
l2991939,abc,1,pq
l2916606,c,1,pq
l2822864,c,1,pq
m1209822,c,1,pq
m1069550,b,1,pq
m1069551,b,1,pq
l3141397,b,1,pq
l3649299,a,1,pq
m3772794,a,1,pq
l3048887,b,1,pq
m1047824,b,1,pq
m1047834,b,1,pq
l2879072,b,1,pq
m1047441,b,1,pq
m1108274,b,1,pq
l3235244,a,1,pq
m1069398,a,1,pq
l2685805,a,1,pq
l2786273,b,1,pq
m1108278,b,1,pq
l3254238,abc,1,pq
m1047303,abc,1,pq
l2897554,c,1,pq
m1069627,b,1,pq
l2897791,b,1,pq
m1089097,b,1,pq
l2936214,a,1,pq
l3066810,c,1,pq
l2897769,c,1,pq
m1209753,b,1,pq
l2858166,abc,1,pq
m1142843,abc,1,pq
l3081380,abc,1,pq
l2804272,b,1,pq
l2841641,b,1,pq
