"Hour", "Undervoltages", "Min Voltage", "Overvoltage", "Max Voltage", "Min Bus", "Max Bus", "LV Undervoltages", "Min LV Voltage", "LV Overvoltage", "Max LV Voltage", "Min LV Bus", "Max LV Bus"
24.0166666666667, 0, 1.04996784647376, 0, 1.04997474171784, sourcebus, sourcebus, 0, 1.04874233507436, 0, 1.04992072931621, 562, 1
24.0333333333333, 0, 1.04996782780908, 0, 1.04997542708051, sourcebus, sourcebus, 0, 1.04876050914044, 0, 1.04992210797671, 562, 1
24.05, 0, 1.04996581083836, 0, 1.0499724104365, sourcebus, sourcebus, 0, 1.04864249021449, 0, 1.04991403149463, 906, 1
24.0666666666667, 0, 1.04995966541181, 0, 1.04997061278645, sourcebus, sourcebus, 0, 1.0484351015792, 0, 1.04990086480144, 906, 1
24.0833333333333, 0, 1.04995783205345, 0, 1.0499684960748, sourcebus, sourcebus, 0, 1.04835858963338, 0, 1.04989681568097, 817, 1
24.1, 0, 1.04995765877486, 0, 1.04996499474041, sourcebus, sourcebus, 0, 1.04844306209565, 0, 1.04988808467407, 778, 1
24.1166666666667, 0, 1.04995605115178, 0, 1.04996492844327, sourcebus, sourcebus, 0, 1.04838798363716, 0, 1.04988635913684, 778, 1
24.1333333333333, 0, 1.04995276493687, 0, 1.0499647900315, sourcebus, sourcebus, 0, 1.04825725953641, 0, 1.04988539994377, 900, 1
24.15, 0, 1.04994832418864, 0, 1.04996459589941, sourcebus, sourcebus, 0, 1.04801880609, 0, 1.04988676860401, 778, 1
24.1666666666667, 0, 1.04988321948728, 0, 1.04996478392756, sourcebus, sourcebus, 0, 1.04145589465931, 157, 1.05017161143189, 900, 900
24.1833333333333, 0, 1.04994665567393, 0, 1.04996631415378, sourcebus, sourcebus, 0, 1.04761379713375, 0, 1.04988792251597, 861, 1
24.2, 0, 1.04994137171962, 0, 1.04996606484428, sourcebus, sourcebus, 0, 1.04763657538412, 0, 1.04988965034519, 861, 1
24.2166666666667, 0, 1.04994145030028, 0, 1.04996606490015, sourcebus, sourcebus, 0, 1.04764303132201, 0, 1.04989080193816, 778, 1
24.2333333333333, 0, 1.04993780351593, 0, 1.04996590605332, sourcebus, sourcebus, 0, 1.04737634525435, 0, 1.04989191069218, 778, 1
24.25, 0, 1.04993955443965, 0, 1.04996598265542, sourcebus, sourcebus, 0, 1.04747937875974, 0, 1.04989137293861, 778, 1
24.2666666666667, 0, 1.0499362190136, 0, 1.04996583372791, sourcebus, sourcebus, 0, 1.04730861584448, 0, 1.04989317836471, 778, 1
24.2833333333333, 0, 1.04987809697999, 0, 1.04996037225629, sourcebus, sourcebus, 0, 1.04489950407867, 699, 1.05035641415241, 264, 264
24.3, 0, 1.04987810426095, 0, 1.04996037630105, sourcebus, sourcebus, 0, 1.04489824781722, 701, 1.05035772242417, 264, 264
24.3166666666667, 0, 1.04987999278867, 0, 1.04996045825605, sourcebus, sourcebus, 0, 1.04496956045163, 633, 1.05033536631388, 264, 264
24.3333333333333, 0, 1.04993981702151, 0, 1.04996482553112, sourcebus, sourcebus, 0, 1.0476055957742, 0, 1.04988777786361, 778, 1
24.35, 0, 1.04993981322333, 0, 1.04996482128602, sourcebus, sourcebus, 0, 1.04760823801246, 0, 1.04988781441736, 778, 1
24.3666666666667, 0, 1.0499394337949, 0, 1.04996480473097, sourcebus, sourcebus, 0, 1.04758585935964, 0, 1.04988793043723, 778, 1
24.3833333333333, 0, 1.04993864706703, 0, 1.04996478424084, sourcebus, sourcebus, 0, 1.04756643171193, 0, 1.04988382004737, 861, 1
24.4, 0, 1.04993102163759, 0, 1.04996791881192, sourcebus, sourcebus, 0, 1.04713522598481, 0, 1.04991341149394, 502, 556
24.4166666666667, 0, 1.0499274017027, 0, 1.04996278457913, sourcebus, sourcebus, 0, 1.04721207455856, 0, 1.04987917664428, 502, 1
24.4333333333333, 0, 1.04992395171112, 0, 1.04996263155378, sourcebus, sourcebus, 0, 1.04706962656437, 0, 1.04988092588102, 778, 1
24.45, 0, 1.04992582076521, 0, 1.04996271353388, sourcebus, sourcebus, 0, 1.04704466763886, 0, 1.04988034893219, 778, 1
24.4666666666667, 0, 1.04992582063223, 0, 1.04996271339631, sourcebus, sourcebus, 0, 1.04704472411901, 0, 1.04988034949765, 778, 1
24.4833333333333, 0, 1.04991982794761, 0, 1.04996246022677, sourcebus, sourcebus, 0, 1.04689808901952, 0, 1.04988542121732, 778, 556
24.5, 0, 1.04991603239169, 0, 1.04996053778454, sourcebus, sourcebus, 0, 1.04677548064343, 0, 1.04987579868385, 778, 1
24.5166666666667, 0, 1.0499274099557, 0, 1.04996278883974, sourcebus, sourcebus, 0, 1.04706060761475, 0, 1.04987637233347, 906, 1
24.5333333333333, 0, 1.04992799310601, 0, 1.04996398475398, sourcebus, sourcebus, 0, 1.04703887660348, 0, 1.04987968108736, 906, 1
24.55, 0, 1.04992800501719, 0, 1.0499639851905, sourcebus, sourcebus, 0, 1.04705816236645, 0, 1.04987985871333, 906, 1
24.5666666666667, 0, 1.04992698338259, 0, 1.04996394060109, sourcebus, sourcebus, 0, 1.04706100807689, 0, 1.049880169586, 906, 1
24.5833333333333, 0, 1.04992815105153, 0, 1.04996399159564, sourcebus, sourcebus, 0, 1.04705727254165, 0, 1.04987981246778, 906, 1
