"Hour", kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
24.0166666666667, 3.0496904130061, 1.00296490980332, 60.9173774140869, 64.0732217673049, 0.00234516082970717, 0.00160140837513089, 2.08689563317929
24.0333333333333, 3.05505619549394, 1.00496951879701, 60.9173774140869, 64.0732217673049, 0.0023646765977915, 0.00160748708328085, 2.08689563317929
24.05, 3.23896084287441, 1.06545944888577, 60.9173774140869, 64.0732217673049, 0.0026658486196715, 0.00171405162713171, 2.08689563317929
24.0666666666667, 3.65583004385455, 1.20254214354979, 60.9173774140869, 64.0732217673049, 0.00332230415728878, 0.00196524060841663, 2.08689563317929
24.0833333333333, 4.09318752646737, 1.34630625468796, 60.9173774140869, 64.0732217673049, 0.00427722159329626, 0.00229698590872164, 2.08689563317929
24.1, 4.19993308446307, 1.38131466776249, 60.9173774140869, 64.0732217673049, 0.00447773890279333, 0.00236947063597447, 2.08689563317929
24.1166666666667, 4.37615602936867, 1.43931599784074, 60.9173774140869, 64.0732217673049, 0.00480616492578115, 0.00249866029600151, 2.08689563317929
24.1333333333333, 4.60225201810067, 1.51364738661979, 60.9173774140869, 64.0732217673049, 0.00544936912148123, 0.00271332310709902, 2.08689563317929
24.15, 4.76748709280276, 1.56793413844064, 60.9173774140869, 64.0732217673049, 0.00601200492515663, 0.00288346010586424, 2.08689563317929
24.1666666666667, 7.22701946626213, 2.3738334640591, 60.9173774140869, 64.0732217673049, 0.0300452092663132, 0.00827941615472331, 2.08689563317929
24.1833333333333, 4.98551829830695, 1.63947512561408, 60.9173774140869, 64.0732217673049, 0.0072281129003487, 0.00320368548000961, 2.08689563317929
24.2, 5.19730741282887, 1.70911493257715, 60.9173774140869, 64.0732217673049, 0.00798138945462086, 0.00343557250764814, 2.08689563317929
24.2166666666667, 5.13219764791612, 1.68767785119324, 60.9173774140869, 64.0732217673049, 0.00772628107417039, 0.0033574212201241, 2.08689563317929
24.2333333333333, 5.26779093989784, 1.7322462032601, 60.9173774140869, 64.0732217673049, 0.00838192465849157, 0.00353855870197787, 2.08689563317929
24.25, 5.2026910810081, 1.71083189578706, 60.9173774140869, 64.0732217673049, 0.00806806686206616, 0.00345261663375769, 2.08689563317929
24.2666666666667, 5.28524541920044, 1.73797346572528, 60.9173774140869, 64.0732217673049, 0.00839630506736352, 0.00354829157896158, 2.08689563317929
24.2833333333333, 7.55613301156551, 2.48378785208272, 60.9173774140869, 64.0732217673049, 0.0228533097398653, 0.00746808253996707, 2.08689563317929
24.3, 7.55611194303818, 2.48352930296237, 60.9173774140869, 64.0732217673049, 0.0228624559179508, 0.00746916821126284, 2.08689563317929
24.3166666666667, 7.48586512301598, 2.4604663611126, 60.9173774140869, 64.0732217673049, 0.022235742814951, 0.00730301810220544, 2.08689563317929
