bus_id,phase,scenario,v_re_pu,v_im_pu
sourcebus,a,h001,0.999986708186999,-0.000010431829625
sourcebus,b,h001,-0.500002762857377,-0.866013049718892
sourcebus,c,h001,-0.499983945232046,0.866023481717525
799,a,h001,0.86039879147815,-0.13567454924906
799,b,h001,-0.570132818892275,-0.851356362968588
799,c,h001,-0.445972767610076,0.786500639714518
709,a,h001,0.946849860711238,-0.077433442941318
709,b,h001,-0.559745257255727,-0.827371540841309
709,c,h001,-0.387114688766446,0.904538199347494
775,a,h001,0.946853221755445,-0.077344518640726
775,b,h001,-0.559741886896748,-0.827282612468069
775,c,h001,-0.387111319968578,0.904627117323334
701,a,h001,0.970744954693683,-0.074923442181513
701,b,h001,-0.567645463665512,-0.841076969917829
701,c,h001,-0.403620124510227,0.915476913162745
702,a,h001,0.962394780505268,-0.075941803675611
702,b,h001,-0.56593380040792,-0.8352945339407
702,c,h001,-0.396801464872184,0.910782138833956
705,a,h001,0.961594647420178,-0.075312290567093
705,b,h001,-0.565633376487262,-0.834405012293678
705,c,h001,-0.396300770808261,0.909289736083142
713,a,h001,0.96093725570995,-0.075604381819438
713,b,h001,-0.565374137435357,-0.83376258760084
713,c,h001,-0.395879342576843,0.908984079755656
703,a,h001,0.954474710543781,-0.077708143797821
703,b,h001,-0.563470531201568,-0.830807002810071
703,c,h001,-0.391182726282122,0.908085916462496
727,a,h001,0.95328826927735,-0.077555747396615
727,b,h001,-0.562624757422258,-0.830325459128453
727,c,h001,-0.390822937506943,0.907471914084056
730,a,h001,0.948591924716608,-0.077408757440824
730,b,h001,-0.560676722568202,-0.828230388959228
730,c,h001,-0.387967409781925,0.905331751156338
704,a,h001,0.959447948358384,-0.075462245027254
704,b,h001,-0.564565171424776,-0.831549843463627
704,c,h001,-0.395163931503955,0.906732198171316
714,a,h001,0.959249572970933,-0.075528677348602
714,b,h001,-0.564355129643286,-0.831444145196041
714,c,h001,-0.395170736960031,0.906697505726504
720,a,h001,0.958170509816622,-0.074652655777847
720,b,h001,-0.564351965928493,-0.828943582145802
720,c,h001,-0.394092540144063,0.903436903240426
742,a,h001,0.961514748079128,-0.075308504888347
742,b,h001,-0.565392378618013,-0.833693605984411
742,c,h001,-0.396461061062142,0.908595849066438
712,a,h001,0.961174401730107,-0.074937018903211
712,b,h001,-0.56563347529717,-0.834404980642416
712,c,h001,-0.395880429361491,0.908914432862871
706,a,h001,0.958156965217258,-0.074631173351668
706,b,h001,-0.564321866020871,-0.828578239788575
706,c,h001,-0.394108082264365,0.903066977994819
725,a,h001,0.958150051938472,-0.074620818706457
725,b,h001,-0.564238048999609,-0.828281632514847
725,c,h001,-0.394185102382991,0.902768764155275
707,a,h001,0.957683918813663,-0.074170214734934
707,b,h001,-0.563159810042951,-0.82470239989378
707,c,h001,-0.394799941886083,0.898838318691726
724,a,h001,0.957665218965447,-0.074142669402055
724,b,h001,-0.562932790412643,-0.823894468506535
724,c,h001,-0.395008613838233,0.898026660889905
722,a,h001,0.957623318271656,-0.074111260787101
722,b,h001,-0.563039790030137,-0.824276889171516
722,c,h001,-0.394859534299906,0.89836640208107
708,a,h001,0.944077730484006,-0.077495867433642
708,b,h001,-0.558278672284988,-0.826391037151512
708,c,h001,-0.385742439176345,0.903666897859409
733,a,h001,0.941494280572905,-0.077671848719258
733,b,h001,-0.556811636284081,-0.825410586382102
733,c,h001,-0.384559299840395,0.902909204279963
732,a,h001,0.943801839768834,-0.077233189707628
732,b,h001,-0.558278846137191,-0.826390981776864
732,c,h001,-0.38546637985452,0.903404164810709
731,a,h001,0.946821079630946,-0.077389675843761
731,b,h001,-0.559699888420831,-0.82663353765604
731,c,h001,-0.387129941689876,0.903790549888107
710,a,h001,0.936633049421877,-0.076763844749738
710,b,h001,-0.554684673803284,-0.823477332600845
710,c,h001,-0.381735641445996,0.900149993787709
735,a,h001,0.936280936261586,-0.076442783775665
735,b,h001,-0.554684741437387,-0.82347731115986
735,c,h001,-0.381383462665901,0.899828911376092
736,a,h001,0.936601921362905,-0.076718491209211
736,b,h001,-0.5543001422417,-0.822117701605267
736,c,h001,-0.382089569245438,0.898785110992371
711,a,h001,0.932131448332535,-0.077793626926242
711,b,h001,-0.551939419241368,-0.822487063549757
711,c,h001,-0.37984673741613,0.900247448426749
741,a,h001,0.931896776146889,-0.077650516752488
741,b,h001,-0.551939613166437,-0.822487041422745
741,c,h001,-0.379611880221751,0.900104316776295
740,a,h001,0.931781318345335,-0.077472523417678
740,b,h001,-0.551939486749409,-0.822487042279354
740,c,h001,-0.379496541915463,0.899926323632992
718,a,h001,0.95818293689872,-0.075893920179665
718,b,h001,-0.563280426825648,-0.831103609900685
718,c,h001,-0.395152313373808,0.906740164333217
744,a,h001,0.952658292889086,-0.077709720087104
744,b,h001,-0.562146336958491,-0.829915137389357
744,c,h001,-0.390649715247506,0.907235002340747
734,a,h001,0.937560798610835,-0.077615253022394
734,b,h001,-0.554838955414805,-0.824030295904847
734,c,h001,-0.382508838418891,0.901538073933763
737,a,h001,0.934222431097439,-0.078240258946771
737,b,h001,-0.552614757794618,-0.822843829751646
737,c,h001,-0.381293195934931,0.901033680970784
738,a,h001,0.932842121973774,-0.078211514334727
738,b,h001,-0.551938681352123,-0.822487147743444
738,c,h001,-0.380558115019762,0.900665417554483
728,a,h001,0.95226587450038,-0.077608037214994
728,b,h001,-0.56186904694899,-0.829640725094795
728,c,h001,-0.390529259482079,0.906868614780378
729,a,h001,0.952365567759499,-0.077805411014777
729,b,h001,-0.56185150800905,-0.829826231963072
729,c,h001,-0.390644515368908,0.907246589547491
799r,a,h001,0.986179158694306,-0.074224741243175
799r,b,h001,-0.570132818945183,-0.851356362931453
799r,c,h001,-0.416780731285426,0.925041830656286
