bus_id,phase,scenario,p_pu,q_pu
150,a,h001,0.29265551071711698,0.115675415530812
150,b,h001,0.192421354541083,0.067263485489919006
150,c,h001,0.237971519213134,0.079364096443224993
150r,a,h001,2.4154500000000002e-10,-3.9984599999999999e-10
150r,b,h001,-2.8577400000000002e-10,-2.5339900000000002e-10
150r,c,h001,3.5801300000000001e-10,3.4614800000000002e-10
149,a,h001,-1.7210999999999999e-10,3.7468399999999998e-10
149,b,h001,2.2875699999999999e-10,2.6613800000000001e-10
149,c,h001,-1.48282e-10,-3.9672e-10
1,a,h001,-0.0080000335294450001,-0.0040000173485149997
1,b,h001,-0.0039999979044150003,-0.00199999800885
1,c,h001,3.8000000000000002e-14,2.2000000000000001e-14
3,c,h001,-0.020522348201257999,-0.010261176996957999
7,a,h001,-0.0040000296158349997,-0.002000015129454
7,b,h001,-2.0999999999999999e-14,-2.0999999999999999e-14
7,c,h001,-2e-14,-1.6000000000000001e-14
8,a,h001,-5e-15,3.2000000000000002e-14
8,b,h001,-0.0039999947855449995,-0.0019999954395479996
8,c,h001,4.0000000000000003e-15,1.4999999999999999e-14
9,a,h001,-0.0080000763862799994,-0.0040000386365130003
13,a,h001,-9.0436999999999995e-10,8.8270099999999997e-10
13,b,h001,-3.0857399999999998e-10,-5.14122e-10
13,c,h001,-0.0082119476237490011,-0.0041059741078820003
9r,a,h001,-8.8599999999999996e-13,7.4499999999999996e-13
14,a,h001,-0.012131569238495999,-0.0060657847049099996
18,a,h001,-0.0080002109124820003,-0.0040001047601660004
18,b,h001,-0.0084115217065699986,-0.0042057595347230001
18,c,h001,1.0213840000000001e-09,-6.4076700000000003e-10
15,c,h001,-0.011999571310931,-0.0059997903860879997
20,a,h001,-0.0079289007699659998,-0.0039644499172660002
23,a,h001,-2.6e-14,2.0999999999999999e-14
23,b,h001,-1e-14,1.4999999999999999e-14
23,c,h001,-0.0079993707700199996,-0.003999687231185
25,a,h001,-0.015788913918241998,-0.0078944563478430003
25,b,h001,-5.9999999999999997e-15,-2.3999999999999999e-14
25,c,h001,-0.0079992995223490005,-0.0039996513555300003
25r,a,h001,-0.00801705893941,-0.004008529632709
25r,c,h001,-0.0079990510710289987,-0.0039995274884509994
35,a,h001,-0.012910986612110001,-0.0035067204211820004
35,b,h001,-0.011003034800680999,-0.0084502857227749997
