bus_id,phase,scenario,p_pu,q_pu
8,a,base,-0.0063750000000000005,-0.0039508701573197766
9,a,base,-0.0008500000000000001,-0.0005267826876426369
12,a,base,-0.002125,-0.0013169567191065924
13,a,base,-0.0063750000000000005,-0.0039508701573197766
17,a,base,-0.012750000000000001,-0.007901740314639553
20,a,base,-0.0063750000000000005,-0.0039508701573197766
21,a,base,-0.0063750000000000005,-0.0039508701573197766
23,a,base,-0.0063750000000000005,-0.0039508701573197766
26,a,base,-0.012750000000000001,-0.007901740314639553
27,a,base,-0.0063750000000000005,-0.0039508701573197766
29,a,base,-0.0063750000000000005,-0.0039508701573197766
32,a,base,-0.012750000000000001,-0.007901740314639553
34,a,base,-0.012750000000000001,-0.007901740314639553
35,a,base,-0.025500000000000002,-0.015803480629279106
36,a,base,-0.012750000000000001,-0.007901740314639553
37,a,base,-0.00425,-0.002633913438213185
39,a,base,-0.0017000000000000001,-0.0010535653752852738
41,a,base,-0.0063750000000000005,-0.0039508701573197766
44,a,base,-0.00425,-0.002633913438213185
48,a,base,-0.010624999999999999,-0.006584783595532962
49,a,base,-0.012750000000000001,-0.007901740314639553
51,a,base,-0.010624999999999999,-0.006584783595532962
52,a,base,-0.0063750000000000005,-0.0039508701573197766
53,a,base,-0.0085,-0.00526782687642637
56,a,base,-0.002125,-0.0013169567191065924
58,a,base,-0.025500000000000002,-0.015803480629279106
59,a,base,-0.012750000000000001,-0.007901740314639553
61,a,base,-0.025500000000000002,-0.015803480629279106
62,a,base,-0.017,-0.01053565375285274
64,a,base,-0.025500000000000002,-0.015803480629279106
65,a,base,-0.012750000000000001,-0.007901740314639553
66,a,base,-0.019125,-0.01185261047195933
67,a,base,-0.00425,-0.002633913438213185
68,a,base,-0.0085,-0.00526782687642637
69,a,base,-0.025500000000000002,-0.015803480629279106
71,a,base,-0.025500000000000002,-0.015803480629279106
72,a,base,-0.012750000000000001,-0.007901740314639553
73,a,base,-0.025500000000000002,-0.015803480629279106
74,a,base,-0.025500000000000002,-0.015803480629279106
75,a,base,-0.003825,-0.002370522094391866
76,a,base,-0.0063750000000000005,-0.0039508701573197766
77,a,base,-0.012750000000000001,-0.007901740314639553
79,a,base,-0.0427125,-0.026470830054042504
80,a,base,-0.06375,-0.03950870157319776
82,a,base,-0.012750000000000001,-0.007901740314639553
83,a,base,-0.0063750000000000005,-0.0039508701573197766
84,a,base,-0.019125,-0.01185261047195933
86,a,base,-0.042499999999999996,-0.026339134382131847
87,a,base,-0.012750000000000001,-0.007901740314639553
88,a,base,-0.0063750000000000005,-0.0039508701573197766
89,a,base,-0.005525,-0.00342408746967714
94,a,base,-0.00935,-0.005794609564069006
96,a,base,-0.012750000000000001,-0.007901740314639553
98,a,base,-0.025500000000000002,-0.015803480629279106
100,a,base,-0.025500000000000002,-0.015803480629279106
101,a,base,-0.0012749999999999999,-0.0007901740314639553
103,a,base,-0.010624999999999999,-0.006584783595532962
105,a,base,-0.025500000000000002,-0.015803480629279106
106,a,base,-0.012750000000000001,-0.007901740314639553
107,a,base,-0.0427125,-0.026470830054042504
109,a,base,-0.06375,-0.03950870157319776
110,a,base,-0.06375,-0.03950870157319776
111,a,base,-0.002125,-0.0013169567191065924
112,a,base,-0.042499999999999996,-0.026339134382131847
113,a,base,-0.0063750000000000005,-0.0039508701573197766
116,a,base,-0.025500000000000002,-0.015803480629279106
117,a,base,-0.005525,-0.00342408746967714
119,a,base,-0.00935,-0.005794609564069006
123,a,base,-0.0085,-0.00526782687642637
124,a,base,-0.010624999999999999,-0.006584783595532962
127,a,base,-0.0063750000000000005,-0.0039508701573197766
128,a,base,-0.0063750000000000005,-0.0039508701573197766
129,a,base,-0.00935,-0.005794609564069006
130,a,base,-0.0095625,-0.005926305235979665
132,a,base,-0.0063750000000000005,-0.0039508701573197766
133,a,base,-0.003825,-0.002370522094391866
134,a,base,-0.0029749999999999998,-0.0018437394067492292
135,a,base,-0.002125,-0.0013169567191065924
136,a,base,-0.0063750000000000005,-0.0039508701573197766
137,a,base,-0.004675,-0.002897304782034503
138,a,base,-0.00425,-0.002633913438213185
139,a,base,-0.00425,-0.002633913438213185
140,a,base,-0.012750000000000001,-0.007901740314639553
141,a,base,-0.0063750000000000005,-0.0039508701573197766
