row,col,g,b
1,1,0,-5.55563888888889
2,1,-0,2.77777777777778
3,1,-0,2.77777777777778
4,1,-0,4.81125224324688
5,1,0,-4.81125224324688
1,2,-0,2.77777777777778
2,2,0,-5.55563888888889
3,2,-0,2.77777777777778
5,2,-0,4.81125224324688
6,2,0,-4.81125224324688
1,3,-0,2.77777777777778
2,3,-0,2.77777777777778
3,3,0,-5.55563888888889
4,3,0,-4.81125224324688
6,3,-0,4.81125224324688
1,4,-0,4.81125224324688
3,4,0,-4.81125224324688
4,4,110.237563485723,-24.3736355301499
5,4,-33.3673576546747,6.82057089952487
6,4,-33.3673576546746,6.82057089952488
337,4,-110.237563485723,16.0403021968165
338,4,33.3673576546747,-6.82057089952487
339,4,33.3673576546746,-6.82057089952488
1,5,0,-4.81125224324688
2,5,-0,4.81125224324688
4,5,-33.3673576546746,6.82057089952486
5,5,110.237563485723,-24.3736355301499
6,5,-33.3673576546747,6.82057089952485
337,5,33.3673576546746,-6.82057089952486
338,5,-110.237563485723,16.0403021968165
339,5,33.3673576546747,-6.82057089952485
2,6,0,-4.81125224324688
3,6,-0,4.81125224324688
4,6,-33.3673576546746,6.82057089952486
5,6,-33.3673576546746,6.82057089952486
6,6,110.237563485723,-24.3736355301499
337,6,33.3673576546746,-6.82057089952486
338,6,33.3673576546746,-6.82057089952486
339,6,-110.237563485723,16.0403021968165
7,7,858.420101237782,-124.905861489392
8,7,-259.831672891361,53.1117976208524
9,7,-259.83167289136,53.1117976208525
40,7,-491.596315113818,71.5305491515903
41,7,148.799279931901,-30.4158348130871
42,7,148.799279931901,-30.4158348130871
2668,7,-366.823786123964,53.3753123378021
2669,7,111.032392959459,-22.6959628077653
2670,7,111.032392959459,-22.6959628077653
7,8,-259.831672891361,53.1117976208523
8,8,858.420101237783,-124.905861489392
9,8,-259.831672891361,53.1117976208522
40,8,148.799279931901,-30.4158348130871
41,8,-491.596315113818,71.5305491515903
42,8,148.799279931901,-30.415834813087
2668,8,111.032392959459,-22.6959628077653
2669,8,-366.823786123964,53.3753123378021
2670,8,111.032392959459,-22.6959628077652
7,9,-259.831672891361,53.1117976208523
8,9,-259.831672891361,53.1117976208523
9,9,858.420101237783,-124.905861489392
40,9,148.799279931901,-30.4158348130871
41,9,148.799279931901,-30.4158348130871
42,9,-491.596315113818,71.5305491515903
2668,9,111.032392959459,-22.6959628077652
2669,9,111.032392959459,-22.6959628077652
2670,9,-366.823786123964,53.3753123378021
10,10,266.116847145393,-6.63616319077934
11,10,-1.83708353568071e-14,6.74812432812727e-15
12,10,3.18055725588332e-15,3.33255067333913e-14
19,10,-63.5048828294367,1.5836230226988
20,10,4.38393044005783e-15,-1.61034090615864e-15
21,10,-7.58993344592094e-16,-7.95264344605497e-15
2713,10,-202.611964315956,5.05254016808054
2714,10,1.39869049167492e-14,-5.13778342196862e-15
2715,10,-2.42156391129122e-15,-2.53728632873364e-14
10,11,3.38446981526927e-15,2.09784043595263e-14
11,11,266.116847145393,-6.63616319077934
12,11,2.89429313432786e-14,-1.72784186387597e-14
19,11,-8.07654086405936e-16,-5.00618854120272e-15
20,11,-63.5048828294367,1.5836230226988
21,11,-6.9068061019494e-15,4.12324121115451e-15
2713,11,-2.57681572886334e-15,-1.59722158183236e-14
2714,11,-202.611964315956,5.05254016808053
2715,11,-2.20361252413292e-14,1.31551774276052e-14
10,12,9.85437728093203e-15,7.88297264428407e-15
11,12,1.47728496498798e-14,-2.60006615183613e-15
12,12,266.116847145393,-6.63616319077933
19,12,-2.35160261853225e-15,-1.88115581366935e-15
20,12,-3.52532391742918e-15,6.2046765581484e-16
21,12,-63.5048828294367,1.5836230226988
2713,12,-7.50277466239978e-15,-6.00181683061472e-15
2714,12,-1.12475257324506e-14,1.97959849602129e-15
2715,12,-202.611964315956,5.05254016808053
13,13,2034.32227552963,-1047.71229079566
14,13,-528.293294420141,428.992232888949
15,13,-528.293294420141,428.992232888949
22,13,-1436.26445996328,960.690881853734
23,13,347.269617923879,-391.989458116867
24,13,347.269617923879,-391.989458116867
25,13,-360.219167630868,52.4142962088702
26,13,109.033267974623,-22.2873247059053
27,13,109.033267974623,-22.2873247059054
2716,13,-237.83864793548,34.6071127330515
2717,13,71.9904085216395,-14.715450066176
2718,13,71.9904085216394,-14.7154500661761
13,14,-528.293294420141,428.992232888948
14,14,2034.32227552963,-1047.71229079566
15,14,-528.293294420141,428.992232888948
22,14,347.269617923879,-391.989458116867
23,14,-1436.26445996328,960.690881853734
24,14,347.269617923879,-391.989458116867
25,14,109.033267974623,-22.2873247059053
26,14,-360.219167630868,52.4142962088702
27,14,109.033267974623,-22.2873247059053
2716,14,71.9904085216395,-14.715450066176
2717,14,-237.83864793548,34.6071127330515
2718,14,71.9904085216395,-14.715450066176
13,15,-528.293294420141,428.992232888948
14,15,-528.293294420141,428.992232888948
15,15,2034.32227552963,-1047.71229079566
22,15,347.269617923879,-391.989458116867
23,15,347.269617923879,-391.989458116867
24,15,-1436.26445996328,960.690881853734
25,15,109.033267974623,-22.2873247059053
26,15,109.033267974623,-22.2873247059053
27,15,-360.219167630868,52.4142962088702
2716,15,71.9904085216395,-14.715450066176
2717,15,71.9904085216395,-14.715450066176
2718,15,-237.83864793548,34.6071127330515
16,16,1362.5700320413,-505.29661746494
17,16,-393.095917376657,213.891843742416
18,16,-393.095917376657,213.891843742416
28,16,-1305.76480503994,484.23091927465
29,16,376.707840217469,-204.974742638023
30,16,376.707840217469,-204.974742638023
2719,16,-56.8052270013635,21.0656981902909
2720,16,16.3880771591881,-8.91710110439288
2721,16,16.3880771591881,-8.91710110439288
16,17,-393.095917376657,213.891843742416
17,17,1362.5700320413,-505.296617464941
18,17,-393.095917376657,213.891843742416
28,17,376.707840217469,-204.974742638023
29,17,-1305.76480503994,484.23091927465
30,17,376.707840217469,-204.974742638023
2719,17,16.3880771591881,-8.91710110439288
2720,17,-56.8052270013635,21.0656981902909
2721,17,16.3880771591881,-8.91710110439286
16,18,-393.095917376657,213.891843742416
17,18,-393.095917376657,213.891843742416
18,18,1362.5700320413,-505.29661746494
28,18,376.707840217468,-204.974742638023
29,18,376.707840217469,-204.974742638023
30,18,-1305.76480503994,484.230919274649
2719,18,16.3880771591881,-8.91710110439286
2720,18,16.3880771591881,-8.91710110439286
2721,18,-56.8052270013635,21.0656981902909
10,19,-63.5048828294367,1.5836230226988
11,19,4.38393044005783e-15,-1.61034090615864e-15
12,19,-7.58993344592094e-16,-7.95264344605497e-15
19,19,63.5048828294367,-1.5836230226988
20,19,-4.38393044005783e-15,1.61034090615864e-15
21,19,7.58993344592094e-16,7.95264344605497e-15
10,20,-8.07654086405936e-16,-5.00618854120272e-15
11,20,-63.5048828294367,1.5836230226988
12,20,-6.9068061019494e-15,4.12324121115451e-15
19,20,8.07654086405936e-16,5.00618854120272e-15
20,20,63.5048828294367,-1.5836230226988
21,20,6.9068061019494e-15,-4.12324121115451e-15
10,21,-2.35160261853225e-15,-1.88115581366935e-15
11,21,-3.52532391742918e-15,6.2046765581484e-16
