bus_id,phase,scenario,p_pu,q_pu
150,a,h001,0,0
150,b,h001,0,0
150,c,h001,0,0
1,a,h001,-0.0080000000000000002,-0.0040000000000000001
1,b,h001,-0.0040000000000000001,-0.002
1,c,h001,0,0
101,a,h001,0,0
101,b,h001,0,0
101,c,h001,0,0
102,c,h001,-0.0040000000000000001,-0.002
103,c,h001,-0.016,-0.0080000000000000002
105,a,h001,0,0
105,b,h001,-0.0080000000000000002,-0.0040000000000000001
105,c,h001,0,0
107,b,h001,-0.0080000000000000002,-0.0040000000000000001
109,a,h001,-0.0080000000000000002,-0.0040000000000000001
110,a,h001,-0.008256224094218341,-0.0037593432436078102
113,a,h001,-0.01244986372398575,-0.0062249318619928698
13,a,h001,0,0
13,b,h001,0,0
13,c,h001,0,0
135,a,h001,0,0
135,b,h001,0,0
135,c,h001,0,0
14,a,h001,-0.012215853114368559,-0.0059754832601236997
149,a,h001,0,0
149,b,h001,0,0
149,c,h001,0,0
152,a,h001,0,0
152,b,h001,0,0
152,c,h001,0,0
160,a,h001,0,0
160,b,h001,0,0
160,c,h001,0,0
18,a,h001,-0.0080000000000000002,-0.0040000000000000001
18,b,h001,-0.0085364841487471609,-0.0042682420743735804
18,c,h001,0,0
197,a,h001,0,0
197,b,h001,0,0
197,c,h001,0,0
20,a,h001,-0.0081519333223712392,-0.0036659826859468201
23,a,h001,-0.016153565689913989,-0.0076410151650703802
23,b,h001,0,0
23,c,h001,-0.016,-0.0080000000000000002
26,a,h001,0,0
26,c,h001,-0.0080000000000000002,-0.0040000000000000001
3,c,h001,-0.02069221007491125,-0.0103068832006484
33,a,h001,-0.0081538429040829506,-0.00363352961565517
34,c,h001,-0.02033596418650559,-0.0101679820932528
35,a,h001,-0.013044087079465061,-0.0035721300918427094
35,b,h001,-0.01107838249764528,-0.0083673247835363111
35,c,h001,-0.0040000000000000001,-0.002
42,a,h001,-0.01205926566634535,-0.0058122825993685203
42,b,h001,-0.0084576826549732104,-0.0042288413274866
42,c,h001,0,0
47,a,h001,-0.03197771244402664,-0.021522752553039842
47,b,h001,-0.036102819456442344,-0.025512764620078281
47,c,h001,-0.03644538738488054,-0.02306203424453411
52,a,h001,-0.0080000000000000002,-0.0040000000000000001
52,b,h001,0,0
52,c,h001,0,0
53,a,h001,-0.012000181725045331,-0.0060000908625226605
53,b,h001,-0.0040000000000000001,-0.002
53,c,h001,0,0
57,a,h001,0,0
57,b,h001,-0.0081871739665265002,-0.0039476517502104501
57,c,h001,0,0
60,a,h001,-0.0040000000000000001,-0.002
60,b,h001,0,0
60,c,h001,0,0
61,a,h001,0,0
61,b,h001,0,0
61,c,h001,0,0
610,a,h001,0,0
610,b,h001,0,0
610,c,h001,0,0
61s,a,h001,0,0
61s,b,h001,0,0
61s,c,h001,0,0
62,a,h001,-0.0080000000000000002,-0.0040000000000000001
62,b,h001,0,0
62,c,h001,-0.0080872726911942906,-0.0040436363455971401
64,a,h001,0,0
64,b,h001,-0.015601510162027901,-0.0066463256273313004
64,c,h001,0,0
65,a,h001,-0.0090189251797412901,-0.0092572236505825897
65,b,h001,-0.0072134519652369599,-0.00517828761682298
65,c,h001,-0.026930468792838301,-0.012680807259606221
67,a,h001,-0.0040000000000000001,-0.002
67,b,h001,0,0
67,c,h001,0,0
69,a,h001,-0.012,-0.0060000000000000001
7,a,h001,-0.0040000000000000001,-0.002
7,b,h001,0,0
7,c,h001,0,0
71,a,h001,-0.0080000000000000002,-0.0040000000000000001
72,a,h001,0,0
72,b,h001,0,0
72,c,h001,0,0
73,c,h001,-0.016548146979184518,-0.0082740734895922589
75,c,h001,-0.0080000000000000002,-0.0040000000000000001
76,a,h001,-0.020766653789631499,-0.0100341779311355
76,b,h001,-0.0289135995601623,-0.020818604104439802
76,c,h001,-0.014979037420861799,-0.0097340633480534604
78,a,h001,-0.0086969382818813303,-0.00434846914094066
78,b,h001,-0.0080000000000000002,-0.0040000000000000001
78,c,h001,0,0
8,a,h001,-0.0080000000000000002,-0.0040000000000000001
8,b,h001,-0.0040000000000000001,-0.002
8,c,h001,0,0
81,a,h001,-0.0080000000000000002,-0.0040000000000000001
81,b,h001,0,0
81,c,h001,-0.0040000000000000001,-0.002
83,a,h001,0,0
83,b,h001,0,0
83,c,h001,-0.0040000000000000001,-0.002
85,c,h001,-0.0080000000000000002,-0.0040000000000000001
87,a,h001,-0.016,-0.0080000000000000002
87,b,h001,-0.024424949804597331,-0.0117219469564682
87,c,h001,-0.0080000000000000002,-0.0040000000000000001
97,a,h001,-0.0080000000000000002,-0.0040000000000000001
97,b,h001,-0.0080000000000000002,-0.0040000000000000001
97,c,h001,-0.0085893547253210103,-0.0042946773626605103
