bus_id,phases,base_kv,type
1,a,11.0,slack
2,a,11.0,pq
3,a,11.0,pq
4,a,11.0,pq
5,a,11.0,pq
6,a,11.0,pq
7,a,11.0,pq
8,a,11.0,pq
9,a,11.0,pq
10,a,11.0,pq
11,a,11.0,pq
12,a,11.0,pq
13,a,11.0,pq
14,a,11.0,pq
15,a,11.0,pq
16,a,11.0,pq
17,a,11.0,pq
18,a,11.0,pq
19,a,11.0,pq
20,a,11.0,pq
21,a,11.0,pq
22,a,11.0,pq
23,a,11.0,pq
24,a,11.0,pq
25,a,11.0,pq
26,a,11.0,pq
27,a,11.0,pq
28,a,11.0,pq
29,a,11.0,pq
30,a,11.0,pq
31,a,11.0,pq
32,a,11.0,pq
33,a,11.0,pq
34,a,11.0,pq
35,a,11.0,pq
36,a,11.0,pq
37,a,11.0,pq
38,a,11.0,pq
39,a,11.0,pq
40,a,11.0,pq
41,a,11.0,pq
42,a,11.0,pq
43,a,11.0,pq
44,a,11.0,pq
45,a,11.0,pq
46,a,11.0,pq
47,a,11.0,pq
48,a,11.0,pq
49,a,11.0,pq
50,a,11.0,pq
51,a,11.0,pq
52,a,11.0,pq
53,a,11.0,pq
54,a,11.0,pq
55,a,11.0,pq
56,a,11.0,pq
57,a,11.0,pq
58,a,11.0,pq
59,a,11.0,pq
60,a,11.0,pq
61,a,11.0,pq
62,a,11.0,pq
63,a,11.0,pq
64,a,11.0,pq
65,a,11.0,pq
66,a,11.0,pq
67,a,11.0,pq
68,a,11.0,pq
69,a,11.0,pq
70,a,11.0,pq
71,a,11.0,pq
72,a,11.0,pq
73,a,11.0,pq
74,a,11.0,pq
75,a,11.0,pq
76,a,11.0,pq
77,a,11.0,pq
78,a,11.0,pq
79,a,11.0,pq
80,a,11.0,pq
81,a,11.0,pq
82,a,11.0,pq
83,a,11.0,pq
84,a,11.0,pq
85,a,11.0,pq
