bus_id,phase,scenario,p_pu,q_pu
sourcebus,a,h001,0.004996380266216,0.001666288747653
sourcebus,b,h001,0.003899806366077,0.001856183116398
sourcebus,c,h001,0.004283969470294,0.00081165712054
1,a,h001,-0.000000000000019,0.000000000000028
1,b,h001,-0.000000000000061,-0.000000000000078
1,c,h001,0.00000000000003,-0.000000000000022
2,a,h001,0.000000000000262,0.000000000000124
2,b,h001,0.000000000000996,0.000000000000781
2,c,h001,0.000000000000716,0.000000000000596
3,a,h001,0.000000000000795,-0.000000000000115
3,b,h001,-0.000000000000712,-0.000000000000617
3,c,h001,-0.000000000000239,-0.000000000000447
4,a,h001,-0.000000000000207,0.000000000000327
4,b,h001,0.000000000000773,0.000000000001616
4,c,h001,-0.000000000000955,0.00000000000012
5,a,h001,0.000000000000044,0.000000000000388
5,b,h001,-0.000000000000846,-0.000000000000832
5,c,h001,0.000000000000835,0
6,a,h001,-0.000000000000197,-0.000000000000026
6,b,h001,0.000000000000497,-0.00000000000014
6,c,h001,-0.000000000000192,0.000000000000032
7,a,h001,-0.000000000000221,0.000000000000266
7,b,h001,-0.000000000000191,-0.000000000000041
7,c,h001,-0.00000000000006,-0.000000000000089
8,a,h001,0.000000000000084,0.000000000000055
8,b,h001,-0.000000000000095,0.000000000000255
8,c,h001,-0.000000000000179,0.000000000000276
9,a,h001,0.000000000000301,-0.000000000000381
9,b,h001,0.000000000000156,0.000000000000073
9,c,h001,0,-0.000000000000127
10,a,h001,0.00000000000003,0.000000000000224
10,b,h001,0.000000000000357,-0.00000000000062
10,c,h001,0.000000000000716,-0.000000000000164
11,a,h001,0.000000000000308,0.000000000000235
11,b,h001,-0.000000000000477,0.000000000000827
11,c,h001,-0.000000000000358,0.000000000000463
12,a,h001,-0.000000000000316,0.000000000000183
12,b,h001,-0.000000000000435,-0.00000000000032
12,c,h001,-0.000000000000477,-0.000000000000268
13,a,h001,0.000000000000034,-0.000000000000381
13,b,h001,0.000000000000836,0.000000000000207
13,c,h001,-0.000000000000239,-0.000000000000246
14,a,h001,0.000000000000293,0.000000000000145
14,b,h001,-0.000000000000002,0.000000000000141
14,c,h001,0.000000000000246,0.00000000000036
15,a,h001,-0.000000000000164,-0.000000000000002
15,b,h001,-0.000000000000137,-0.000000000000064
15,c,h001,-0.000000000000119,-0.000000000000022
16,a,h001,0.000000000000428,-0.000000000000213
16,b,h001,0.00000000000029,-0.000000000000384
16,c,h001,0.000000000000418,0.000000000000011
17,a,h001,-0.000000000000119,0.000000000000241
17,b,h001,-0.000000000000509,0.000000000000257
17,c,h001,-0.000000000000358,-0.000000000000059
18,a,h001,-0.000000000000465,0.000000000000269
18,b,h001,-0.000000000000208,0.000000000000362
18,c,h001,-0.000000000000656,-0.000000000000015
19,a,h001,0.00000000000004,-0.000000000000333
19,b,h001,0.000000000000562,-0.000000000000639
19,c,h001,0.000000000000418,0.000000000000045
20,a,h001,0,0
20,b,h001,0.00000000000031,0.000000000000179
20,c,h001,0,0.000000000000004
21,a,h001,-0.000000000000489,0.000000000000093
21,b,h001,-0.000000000000884,0.000000000000385
21,c,h001,-0.000000000000597,-0.00000000000003
22,a,h001,0.000000000000231,0.00000000000028
22,b,h001,-0.000000000000413,-0.000000000000238
22,c,h001,0.00000000000006,0.000000000000002
23,a,h001,0.000000000000215,0.000000000000048
23,b,h001,0.000000000000189,-0.000000000000123
23,c,h001,0.000000000000239,0.000000000000048
24,a,h001,-0.000000000000009,-0.000000000000373
24,b,h001,0.000000000000067,0.000000000000004
24,c,h001,0.000000000000119,-0.000000000000002
25,a,h001,-0.000000000000009,0.000000000000054
25,b,h001,0.000000000000034,0.000000000000023
25,c,h001,-0.000000000000021,-0.000000000000013
26,a,h001,0.000000000000118,-0.000000000000034
26,b,h001,0.000000000000067,0.000000000000004
26,c,h001,-0.00000000000006,0.000000000000004
27,a,h001,0.000000000000022,-0.00000000000005
27,b,h001,-0.000000000000038,-0.000000000000011
27,c,h001,0.000000000000022,-0.000000000000052
28,a,h001,0.000000000000043,-0.000000000000008
28,b,h001,0.000000000000017,-0.00000000000002
28,c,h001,-0.000000000000015,-0.000000000000026
29,a,h001,0.00000000000007,-0.000000000000058
29,b,h001,0.000000000000092,0.000000000000079
29,c,h001,0,0.000000000000007
30,a,h001,-0.000000000000046,0.000000000000021
30,b,h001,0.000000000000005,0.000000000000018
30,c,h001,-0.000000000000037,0.000000000000042
31,a,h001,-0.000000000000228,0.000000000001027
31,b,h001,0.000000000000511,0.000000000000363
31,c,h001,0.000000000000239,-0.000000000000075
32,a,h001,-0.000000000000052,0.00000000000002
32,b,h001,-0.000000000000008,-0.000000000000008
32,c,h001,0.000000000000006,0.000000000000029
33,a,h001,-0.00000000000009,0.000000000000052
33,b,h001,-0.00000000000001,-0.000000000000161
33,c,h001,-0.000000000000089,-0.000000000000002
34,a,h001,-0.000048964435758,-0.000016092625286
34,b,h001,-0.000000000000004,0
34,c,h001,-0.000000000000004,-0.000000000000017
35,a,h001,0.00000000000009,-0.000000000000805
35,b,h001,-0.000000000000907,-0.000000000000525
35,c,h001,-0.000000000000716,0.000000000000657
36,a,h001,-0.000000000000099,0.000000000000012
36,b,h001,0.000000000000002,0.000000000000061
36,c,h001,-0.00000000000003,0.0000000000001
37,a,h001,0.000000000000983,0.000000000000808
37,b,h001,-0.000000000000405,0.000000000000523
37,c,h001,0.000000000000238,-0.000000000000954
38,a,h001,0.000000000000133,-0.000000000000008
38,b,h001,0.000000000000022,0.000000000000081
38,c,h001,0.000000000000597,0.000000000000018
39,a,h001,-0.000000000000531,0.000000000000145
39,b,h001,0.000000000000298,0.000000000000273
39,c,h001,0.000000000001074,-0.000000000000701
40,a,h001,0.000000000000084,0.000000000000073
40,b,h001,0.000000000000154,-0.000000000000261
40,c,h001,0.000000000000239,-0.000000000000004
41,a,h001,0.000000000000058,0
41,b,h001,0,0.000000000000001
41,c,h001,0.000000000000015,0.000000000000016
42,a,h001,0.000000000000024,0.000000000000003
42,b,h001,0.000000000000053,0.000000000000041
42,c,h001,0.000000000000011,0.000000000000036
43,a,h001,-0.00000000000218,0.000000000000158
43,b,h001,-0.000000000000135,-0.000000000001316
43,c,h001,0.000000000001432,0.000000000001669
44,a,h001,0.000000000000179,0.00000000000031
44,b,h001,0.000000000000081,-0.000000000000022
44,c,h001,-0.000000000000418,-0.000000000000015
45,a,h001,0.000000000000275,-0.000000000000299
45,b,h001,-0.000000000000086,-0.000000000000152
45,c,h001,-0.000000000000477,0.000000000000213
46,a,h001,-0.000000000000281,-0.000000000000235
46,b,h001,-0.000000000000299,0.000000000000304
46,c,h001,-0.000000000000179,-0.000000000000071
47,a,h001,-0.00000000000001,0.000000000000007
47,b,h001,-0.001415103438665,-0.000465122067423
47,c,h001,-0.000000000000004,-0.000000000000012
48,a,h001,-0.000000000000238,0.000000000000008
48,b,h001,-0.000000000000255,-0.000000000000139
48,c,h001,-0.00000000000009,-0.000000000000157
49,a,h001,0.000000000000897,-0.000000000001069
49,b,h001,-0.000000000001068,0.000000000000898
49,c,h001,-0.000000000001432,-0.000000000000834
50,a,h001,-0.000000000000158,-0.000000000000632
50,b,h001,0.000000000000111,0.000000000000047
50,c,h001,-0.00000000000003,-0.000000000000001
51,a,h001,0.000000000000069,0.000000000000396
51,b,h001,-0.000000000000068,-0.000000000000122
51,c,h001,0.000000000000179,-0.000000000000283
52,a,h001,0.000000000000294,0.000000000000094
52,b,h001,-0.000000000000209,-0.000000000000255
52,c,h001,0.000000000000298,-0.000000000000157
53,a,h001,0.000000000000013,0.000000000000111
53,b,h001,-0.000000000000038,0.000000000000014
53,c,h001,-0.000000000000022,0.000000000000136
54,a,h001,0.000000000000642,-0.000000000000646
54,b,h001,0.000000000000789,-0.000000000001608
54,c,h001,0.000000000000954,0.000000000000238
55,a,h001,0.000000000002424,0.000000000003004
55,b,h001,0.000000000000795,0.000000000002796
55,c,h001,0.000000000000001,0.000000000002147
56,a,h001,-0.000000000000161,0.000000000000317
56,b,h001,-0.000000000000052,-0.00000000000003
56,c,h001,-0.000000000000119,-0.000000000000002
57,a,h001,-0.000000000000037,-0.000000000000196
57,b,h001,-0.000000000000102,0.000000000000263
57,c,h001,-0.000000000000194,0.000000000000248
58,a,h001,-0.000000000000423,0.000000000000298
58,b,h001,0.000000000000757,0.000000000000258
58,c,h001,-0.000000000000119,-0.000000000000149
59,a,h001,0.000000000000101,-0.000000000000056
59,b,h001,0.000000000000145,0.000000000000089
59,c,h001,-0.000000000000031,0.000000000000012
60,a,h001,0.000000000000579,0.000000000000079
60,b,h001,-0.00000000000169,0.000000000001501
60,c,h001,-0.000000000002385,-0.000000000000417
61,a,h001,-0.000000000000737,-0.000000000004254
61,b,h001,-0.000000000000112,-0.000000000003503
61,c,h001,0.000000000000477,-0.000000000001432
62,a,h001,-0.000000000000048,0.000000000000096
62,b,h001,-0.000000000000038,0.000000000000185
62,c,h001,-0.000000000000149,-0.000000000000006
63,a,h001,-0.000000000000008,0.000000000000026
63,b,h001,-0.000000000000041,-0.000000000000034
63,c,h001,0.000000000000052,-0.000000000000015
64,a,h001,0.000000000000373,-0.000000000000211
64,b,h001,-0.000000000000281,-0.000000000000259
64,c,h001,0.000000000000119,0.000000000000265
65,a,h001,-0.000000000000041,-0.000000000000003
65,b,h001,-0.000000000000046,-0.000000000000074
65,c,h001,0.000000000000134,-0.000000000000031
66,a,h001,0.000000000000016,-0.000000000000012
66,b,h001,-0.000000000000013,-0.000000000000026
66,c,h001,0.000000000000006,0.00000000000002
67,a,h001,0.000000000000762,-0.000000000000096
67,b,h001,0.000000000001786,-0.000000000000414
67,c,h001,0.000000000002028,0.000000000000461
68,a,h001,0.000000000001271,-0.000000000000183
68,b,h001,-0.000000000000214,0.000000000000014
68,c,h001,0.000000000001431,-0.000000000000895
69,a,h001,0.000000000000174,-0.000000000000101
69,b,h001,0.00000000000008,-0.000000000000259
69,c,h001,0.000000000000268,0.000000000000006
70,a,h001,-0.000685410426437,-0.000225282836238
70,b,h001,0.00000000000001,0.000000000000005
70,c,h001,-0.000000000000007,-0.00000000000001
71,a,h001,-0.000000000000383,0.000000000000001
71,b,h001,-0.0000000000002,0.000000000000088
71,c,h001,-0.000000000000209,0.000000000000014
72,a,h001,-0.000000000000033,-0.000000000000024
72,b,h001,-0.000000000000003,0.000000000000003
72,c,h001,-0.000000000000067,0.000000000000021
73,a,h001,-0.000065164955245,-0.000021415776808
73,b,h001,0.000000000000007,0.000000000000005
73,c,h001,0.000000000000004,-0.000000000000007
74,a,h001,-0.000471060654486,-0.000154828067329
74,b,h001,0.000000000000006,0.000000000000012
74,c,h001,0.000000000000006,-0.00000000000001
75,a,h001,0.000000000001141,-0.000000000000109
75,b,h001,0.000000000000544,0.000000000000726
75,c,h001,0.000000000000239,0.000000000000238
76,a,h001,-0.000000000000025,0.000000000002027
76,b,h001,-0.000000000000298,0.00000000000086
76,c,h001,0.000000000000239,0.000000000000656
77,a,h001,-0.000000000000014,-0.000000000000039
77,b,h001,-0.000000000000028,0.000000000000018
