bus_id,phase,scenario,v_re_pu,v_im_pu
sourcebus,a,h001,1.049886853564808,-0.000177676224585
sourcebus,b,h001,-0.525060502461355,-0.909164882731138
sourcebus,c,h001,-0.524826351000922,0.909342559133361
1,a,h001,0.908668873245382,-0.525470819698485
1,b,h001,-0.909359573197877,-0.524206999644877
1,c,h001,0.000486261583811,1.049759992297513
2,a,h001,0.908644554730334,-0.525439431025653
2,b,h001,-0.909324941554944,-0.524185375244362
2,c,h001,0.000485403026127,1.04974783327916
3,a,h001,0.908642005272896,-0.52543614036069
3,b,h001,-0.909321310909754,-0.524183108227292
3,c,h001,0.000485313018317,1.049746558575514
4,a,h001,0.90863961683149,-0.525433057524189
4,b,h001,-0.909317909565152,-0.524180984388174
4,c,h001,0.000485228695128,1.049745364378301
5,a,h001,0.908637534453436,-0.525430369733289
5,b,h001,-0.909314944080907,-0.524179132705332
5,c,h001,0.000485155177412,1.049744323209754
6,a,h001,0.908634253890185,-0.525426135407042
6,b,h001,-0.909310272278584,-0.524176215577642
6,c,h001,0.000485039358136,1.049742682960392
7,a,h001,0.908410862416284,-0.525137797000154
7,b,h001,-0.90899214373568,-0.523977572416514
7,c,h001,0.000477152590902,1.049630989420472
8,a,h001,0.908400857052739,-0.525124882762493
8,b,h001,-0.908977895243244,-0.523968675492167
8,c,h001,0.000476799354622,1.049625986837101
9,a,h001,0.908392529400955,-0.525114134000212
9,b,h001,-0.908966035955683,-0.523961270415124
9,c,h001,0.000476505349438,1.049621823093111
10,a,h001,0.908385221222073,-0.525104701103697
10,b,h001,-0.908955628484629,-0.523954771869188
10,c,h001,0.000476247336431,1.049618169075546
11,a,h001,0.908379767939035,-0.525097662379631
11,b,h001,-0.908947862543716,-0.523949922725385
11,c,h001,0.000476054809952,1.049615442487659
12,a,h001,0.908374648647988,-0.525091054749541
12,b,h001,-0.908940572235932,-0.523945370572439
12,c,h001,0.000475874074956,1.049612882892484
13,a,h001,0.908371500751317,-0.525086991660224
13,b,h001,-0.908936089362154,-0.523942571413928
13,c,h001,0.000475762939432,1.049611308975109
14,a,h001,0.908363663899436,-0.525076876388826
14,b,h001,-0.908924929015584,-0.523935602763765
14,c,h001,0.000475486261788,1.049607390626245
15,a,h001,0.908300178843383,-0.524994934228708
15,b,h001,-0.908834520872335,-0.52387915086792
15,c,h001,0.000473244941411,1.049575648722602
16,a,h001,0.908300178843383,-0.524994934228708
16,b,h001,-0.908834520872335,-0.52387915086792
16,c,h001,0.000473244941411,1.049575648722602
17,a,h001,0.908223192360397,-0.52489556535187
17,b,h001,-0.908724885543726,-0.523810693293975
17,c,h001,0.000470526957309,1.049537156238282
18,a,h001,0.908300178843382,-0.524994934228708
18,b,h001,-0.908834520872335,-0.523879150867919
18,c,h001,0.000473244941411,1.049575648722601
19,a,h001,0.90821789522083,-0.524888728167096
19,b,h001,-0.908717341964456,-0.523805982995368
19,c,h001,0.000470339943426,1.049534507720597
20,a,h001,0.908300178843382,-0.524994934228708
20,b,h001,-0.908834520872335,-0.523879150867919
20,c,h001,0.000473244941411,1.049575648722601
21,a,h001,0.908211947151247,-0.524881050806462
21,b,h001,-0.908708871405235,-0.5238006938797
21,c,h001,0.000470129948659,1.049531533744306
22,a,h001,0.908300178843382,-0.524994934228708
22,b,h001,-0.908834520872334,-0.523879150867919
22,c,h001,0.000473244941411,1.049575648722601
23,a,h001,0.908202262490887,-0.524868550510497
23,b,h001,-0.908695079621535,-0.523792082129597
23,c,h001,0.000469788034704,1.049526691509377
24,a,h001,0.908300178843382,-0.524994934228707
24,b,h001,-0.908834520872334,-0.523879150867919
24,c,h001,0.000473244941411,1.049575648722601
25,a,h001,0.908184643748881,-0.524845809445616
25,b,h001,-0.908669989027776,-0.523776415271117
25,c,h001,0.000469166010436,1.049517882311659
26,a,h001,0.908300178843382,-0.524994934228707
26,b,h001,-0.908834520872334,-0.523879150867919
26,c,h001,0.000473244941411,1.049575648722601
27,a,h001,0.908133762275639,-0.524796839609648
27,b,h001,-0.908670659324877,-0.523775665142511
27,c,h001,0.000468495713378,1.049518632440332
28,a,h001,0.908023806122158,-0.524616452915195
28,b,h001,-0.908331301826753,-0.523606640069985
28,c,h001,0.000485642269805,1.049380942221963
29,a,h001,0.908300178843382,-0.524994934228707
29,b,h001,-0.908834520872334,-0.523879150867919
29,c,h001,0.000473244941411,1.049575648722601
30,a,h001,0.908132827867441,-0.524795940316102
30,b,h001,-0.908670671634496,-0.523775651366963
30,c,h001,0.00046848340376,1.049518646215879
31,a,h001,0.908121017592053,-0.524784573740574
31,b,h001,-0.908670827219467,-0.52377547725177
31,c,h001,0.000468327818801,1.049518820331092
32,a,h001,0.907980988585713,-0.524555394555903
32,b,h001,-0.908241137902624,-0.523561443208964
32,c,h001,0.000490028512318,1.049344486590277
33,a,h001,0.908300178843381,-0.524994934228707
33,b,h001,-0.908834520872333,-0.523879150867919
33,c,h001,0.000473244941411,1.0495756487226
34,a,h001,0.908130688006604,-0.524793880870298
34,b,h001,-0.908670699824393,-0.523775619819985
34,c,h001,0.000468455213862,1.049518677762857
35,a,h001,0.908120585992262,-0.524784158355876
35,b,h001,-0.908670832905231,-0.523775470888834
35,c,h001,0.000468322133037,1.049518826694028
36,a,h001,0.907982922157051,-0.524554991659172
36,b,h001,-0.908107915203887,-0.523523031181026
36,c,h001,0.000491962083654,1.049344889487032
37,a,h001,0.907794268541024,-0.524383377824033
37,b,h001,-0.908095856858789,-0.52346403770362
37,c,h001,0.000446040400656,1.049221646411588
38,a,h001,0.908300178843381,-0.524994934228707
38,b,h001,-0.908834520872333,-0.523879150867918
38,c,h001,0.000473244941411,1.0495756487226
39,a,h001,0.908119965429837,-0.524783561107823
39,b,h001,-0.908670841080332,-0.523775461740083
39,c,h001,0.000468313957936,1.04951883584278
40,a,h001,0.907982928578132,-0.524554990321498
40,b,h001,-0.908107472791165,-0.523522903640524
40,c,h001,0.000491968504734,1.049344890824708
41,a,h001,0.907983503067022,-0.524554870614151
41,b,h001,-0.90806789062371,-0.523511490824862
41,c,h001,0.000492542993624,1.049345010532054
42,a,h001,0.907664697246226,-0.524264009650635
42,b,h001,-0.907995041475479,-0.523396444760075
42,c,h001,0.000415515576076,1.04913640349614
43,a,h001,0.907794268541026,-0.524383377824034
43,b,h001,-0.908095856858784,-0.52346403770362
43,c,h001,0.000446040400659,1.049221646411588
44,a,h001,0.908300178843381,-0.524994934228707
44,b,h001,-0.908834520872333,-0.523879150867918
44,c,h001,0.000473244941411,1.049575648722599
45,a,h001,0.90811916960087,-0.524782795177947
45,b,h001,-0.90867085156434,-0.523775450007434
45,c,h001,0.000468303473928,1.049518847575429
46,a,h001,0.907982931472305,-0.524554989718568
46,b,h001,-0.908107273382511,-0.523522846154202
46,c,h001,0.000491971398907,1.049344891427638
47,a,h001,0.907984900846461,-0.524554579356897
47,b,h001,-0.907971583901226,-0.523483722541634
47,c,h001,0.000493940773063,1.049345301789308
48,a,h001,0.907566785800523,-0.524173808264236
48,b,h001,-0.907918859633316,-0.523345367684461
48,c,h001,0.000392449281113,1.049071989097098
49,a,h001,0.907794268541027,-0.524383377824035
49,b,h001,-0.908095856858782,-0.52346403770362
49,c,h001,0.00044604040066,1.049221646411587
50,a,h001,0.908300178843381,-0.524994934228706
50,b,h001,-0.908834520872333,-0.523879150867918
50,c,h001,0.000473244941411,1.049575648722599
51,a,h001,0.908117231398847,-0.524780929793681
51,b,h001,-0.908670877097623,-0.523775421433148
51,c,h001,0.000468277940645,1.049518876149715
52,a,h001,0.907982934539509,-0.524554989079592
52,b,h001,-0.908107062052026,-0.523522785231008
52,c,h001,0.000491974466111,1.049344892066615
53,a,h001,0.907552668942332,-0.524160803041292
53,b,h001,-0.907907875746251,-0.523338003399031
53,c,h001,0.000389123586014,1.049062701838291
54,a,h001,0.907566785800528,-0.524173808264237
54,b,h001,-0.907918859633314,-0.523345367684461
54,c,h001,0.000392449281116,1.049071989097098
55,a,h001,0.907794268541028,-0.524383377824036
55,b,h001,-0.90809585685878,-0.52346403770362
55,c,h001,0.000446040400661,1.049221646411587
56,a,h001,0.90830017884338,-0.524994934228707
56,b,h001,-0.908834520872333,-0.523879150867918
56,c,h001,0.000473244941411,1.049575648722599
57,a,h001,0.908115571944053,-0.52477933268418
57,b,h001,-0.908670898958775,-0.523775396968342
57,c,h001,0.000468256079494,1.04951890061452
58,a,h001,0.907982937460808,-0.524554988471011
58,b,h001,-0.908106860774366,-0.523522727205882
58,c,h001,0.000491977387411,1.049344892675196
59,a,h001,0.907488723307079,-0.524101892819802
59,b,h001,-0.907858121641875,-0.523304645133076
59,c,h001,0.000374059066493,1.04902063301135
60,a,h001,0.907566785800528,-0.524173808264237
60,b,h001,-0.907918859633314,-0.52334536768446
60,c,h001,0.000392449281116,1.049071989097098
61,a,h001,0.907794268541028,-0.524383377824036
61,b,h001,-0.908095856858778,-0.52346403770362
61,c,h001,0.000446040400661,1.049221646411587
62,a,h001,0.90830017884338,-0.524994934228707
62,b,h001,-0.908834520872333,-0.523879150867918
62,c,h001,0.000473244941411,1.049575648722599
63,a,h001,0.908107617112581,-0.524771676713699
63,b,h001,-0.9086710037533,-0.523775279692834
63,c,h001,0.000468151284968,1.049519017890029
64,a,h001,0.907982939210378,-0.524554988106531
64,b,h001,-0.908106740228953,-0.52352269245457
64,c,h001,0.000491979136981,1.049344893039676
