bus_id,phase,scenario,p_pu,q_pu
HVMV_Sub_HSB,a,h001,0,0
HVMV_Sub_HSB,b,h001,0,0
HVMV_Sub_HSB,c,h001,0,0
196-29519,a,h001,0,0
196-29519,b,h001,0,0
196-29519,c,h001,-0.00037454545454545499,-0.000101818181818182
198-5320,a,h001,-0.00327272727272727,-0.000887272727272727
198-5320,b,h001,-0.0035890909090909098,-0.00097090909090909096
198-5320,c,h001,-0.00375272727272727,-0.0010145454545454501
226-23751,a,h001,-0.00071999999999999907,-0.0001890909090909091
226-23751,b,h001,0,0
226-23751,c,h001,0,0
D5513564-1_INT,a,h001,0,0
D5513564-1_INT,b,h001,0,0
D5513564-1_INT,c,h001,0,0
D5861005-2_INT,a,h001,0,0
D5861005-2_INT,b,h001,0,0
D5861005-2_INT,c,h001,-0.00056363636363636403,-0.00014909090909090899
D6198039-1_INT,a,h001,0,0
D6198039-1_INT,b,h001,0,0
D6198039-1_INT,c,h001,0,0
D6231996-1_INT,b,h001,-0.00150909090909091,-0.00039999999999999986
E182732,a,h001,0,0
E182732,b,h001,0,0
E182732,c,h001,0,0
E184626,a,h001,0,0
E184626,b,h001,0,0
E184626,c,h001,-0.00014909090909090899,-4.0000000000000003e-05
E192860,a,h001,0,0
E192860,b,h001,0,0
E192860,c,h001,-0.00014909090909090899,-4.0000000000000003e-05
E193509,a,h001,-0.00019636363636363601,-5.09090909090909e-05
E193509,b,h001,0,0
E193509,c,h001,-0.00056363636363636403,-0.00014909090909090899
L2673308,a,h001,0,0
L2673308,b,h001,-0.00054181818181818205,-0.000145454545454545
L2673308,c,h001,0,0
L2673313,a,h001,0,0
L2673313,b,h001,-0.00036000000000000002,-9.4545454545454495e-05
L2673313,c,h001,0,0
L2673326,b,h001,-0.004992727272727278,-0.0013309090909090903
L2673346,a,h001,0,0
L2673346,b,h001,0,0
L2673346,c,h001,-0.00037454545454545499,-0.000101818181818182
L2674027,a,h001,0,0
L2674027,b,h001,-0.00036000000000000002,-9.4545454545454495e-05
L2674027,c,h001,0,0
L2691942,b,h001,-0.00064363636363636467,-0.0001745454545454546
L2691954,a,h001,0,0
L2691954,b,h001,-0.00057454545454545497,-0.00015272727272727269
L2691954,c,h001,0,0
L2691967,a,h001,0,0
L2691967,b,h001,-0.000214545454545455,-5.8181818181818199e-05
L2691967,c,h001,0,0
L2692633,a,h001,0,0
L2692633,b,h001,0,0
L2692633,c,h001,-0.00037454545454545499,-0.000101818181818182
L2730106,a,h001,0,0
L2730106,b,h001,0,0
L2730106,c,h001,-0.00037454545454545499,-0.000101818181818182
L2730108,c,h001,-0.00078909090909090899,-0.00021090909090909081
L2763072,b,h001,-0.00036000000000000002,-9.4545454545454495e-05
L2763153,a,h001,-0.00032727272727272699,-8.7272727272727298e-05
L2763153,b,h001,0,0
L2763153,c,h001,-0.00056363636363636403,-0.00014909090909090899
L2763811,c,h001,-0.0022763636363636402,-0.00060363636363636403
L2764411,c,h001,-0.0019127272727272719,-0.00051636363636363653
L2766718,a,h001,0,0
L2766718,b,h001,0,0
L2766718,c,h001,-0.00056363636363636403,-0.00014909090909090899
L2766722,b,h001,-0.00108,-0.00028363636363636351
L2766742,b,h001,-0.000214545454545455,-5.8181818181818199e-05
L2767342,a,h001,-0.002683636363636362,-0.00071272727272727308
L2783231,b,h001,-0.00036000000000000002,-9.4545454545454495e-05
