row,col,g,b
1,1,0.55005500550054998,-5.5005501661166107
2,1,-0.27502750275027499,2.7502750275027501
3,1,-0.27502750275027499,2.7502750275027501
4,1,-0.47636160824226498,4.7636160824226534
5,1,0.47636160824226498,-4.7636160824226534
1,2,-0.27502750275027499,2.7502750275027501
2,2,0.55005500550054998,-5.5005501661166107
3,2,-0.27502750275027499,2.7502750275027501
5,2,-0.47636160824226498,4.7636160824226534
6,2,0.47636160824226498,-4.7636160824226534
1,3,-0.27502750275027499,2.7502750275027501
2,3,-0.27502750275027499,2.7502750275027501
3,3,0.55005500550054998,-5.5005501661166107
4,3,0.47636160824226498,-4.7636160824226534
6,3,-0.47636160824226498,4.7636160824226534
1,4,-0.47636160824226498,4.7636160824226543
3,4,0.47636160824226498,-4.7636160824226543
4,4,8.096182454919699,-9.3088188836490975
5,4,-2.2008595327402745,0.44987435439996304
6,4,-2.2008595327379119,0.4498743544006043
7,4,-7.2710999466694384,1.0579936344741965
8,4,2.2008595327379807,-0.44987435440028856
9,4,2.2008595327384608,-0.44987435440037454
1,5,0.47636160824226498,-4.7636160824226543
2,5,-0.47636160824226498,4.7636160824226543
4,5,-2.2008595327401217,0.44987435440009715
5,5,8.0961824549237491,-9.3088188836486321
6,5,-2.2008595327394538,0.44987435439957402
7,5,2.2008595327400031,-0.44987435440092782
8,5,-7.2710999466706392,1.0579936344738374
9,5,2.2008595327391212,-0.44987435439978879
2,6,0.47636160824226498,-4.7636160824226543
3,6,-0.47636160824226498,4.7636160824226543
4,6,-2.2008595327410916,0.44987435440049683
5,6,-2.200859532741255,0.44987435440070733
6,6,8.0961824549240617,-9.3088188836487085
7,6,2.2008595327371325,-0.44987435439967949
8,6,2.2008595327379585,-0.44987435439932361
9,6,-7.2710999466690449,1.057993634474051
4,7,-7.2710999466700699,1.0579936344742791
5,7,2.2008595327382072,-0.44987435440131474
6,7,2.2008595327386513,-0.44987435440013374
7,7,11.951123172916539,-1.7389682901479588
8,7,-3.617436640265737,0.73943472943504851
9,7,-3.617436640256539,0.73943472943445432
10,7,-4.6800232262415831,0.68097465567640147
11,7,1.4165771075194991,-0.28956037504082333
12,7,1.4165771075163669,-0.28956037503525023
13,7,-5.4442715448249067e-12,-3.4279429679497697e-12
14,7,3.1571393599096157e-13,-6.0647221191036902e-12
15,7,1.9409976416547103e-12,-3.1684174979989973e-13
16,7,1.1728323010812711e-12,1.0495385772491602e-12
17,7,1.1070679996681276e-13,-1.3235514350367452e-12
18,7,5.5832156250968835e-13,9.0319201011673573e-17
19,7,-2.0720674666597752e-12,-4.4910564941816513e-13
20,7,-4.4557621543746451e-13,-1.9693514018940392e-13
21,7,-1.4200632346380647e-12,1.7792113638218884e-12
22,7,-2.1567626240997101e-12,3.9600292005555818e-12
23,7,5.3491061913774197e-13,-2.3984335956838602e-13
24,7,1.2474392546165279e-13,1.2902609219035406e-12
25,7,-9.6273690272021058e-14,-1.291359320357628e-12
26,7,-4.4374223044486939e-13,-1.657930549581045e-12
27,7,3.3648774399185604e-13,4.2513718139677193e-13
28,7,-1.5088429442481415e-13,-5.2398739609741063e-13
29,7,-5.2613484820228694e-15,-1.0471394508481348e-13
30,7,2.8459795249836121e-13,2.0832602880637139e-13
31,7,-1.0947443849695937e-12,-1.1615488024963396e-12
32,7,4.2416724405153144e-13,6.95131516270208e-13
33,7,1.0189294140935217e-12,-4.5786239517493937e-13
34,7,-1.0724775028575257e-13,4.1109071881839186e-14
35,7,-1.0715298180428162e-14,2.6289683749552963e-13
36,7,4.1845708524927821e-14,2.1326487889840615e-13
37,7,-2.8737524354862743e-13,1.5244336550344862e-14
38,7,-3.0343415799263713e-13,1.4806995346023624e-13
39,7,5.0913226400555209e-13,-1.4670698440446693e-14
40,7,2.7486640123759552e-15,1.5022269953067058e-14
41,7,-8.2234074755702957e-15,-2.7377537256477142e-16
42,7,-1.570130732900225e-14,1.425310211561044e-14
43,7,-3.8943093247564582e-15,4.9651018614386047e-14
44,7,3.3959968796316329e-14,-6.8314927287576584e-14
45,7,4.8268002613772575e-15,-3.2715402676522284e-14
46,7,-8.536987702252346e-20,-1.1877330214678764e-19
47,7,4.0781849653824837e-19,8.0532761380183919e-19
48,7,6.2985739130668978e-19,4.1595897464669173e-19
49,7,-9.1681746442766075e-19,-3.5182402277663826e-19
50,7,4.0806285566639225e-19,1.3033074109159595e-18
51,7,6.1288563779507796e-20,-9.7701290983625045e-19
52,7,5.1500178836837282e-21,5.4694413977651356e-21
53,7,-4.556246899699594e-21,-4.2258944854762176e-21
54,7,-5.9991611923344107e-22,-1.2679570315855845e-21
55,7,6.3649242412749319e-20,4.3304112521387883e-20
56,7,-3.2623654169468926e-21,-2.1280022188260038e-21
57,7,-3.0081544058882866e-21,-1.9401863000769089e-21
58,7,7.5293914442192659e-24,9.988790858888006e-24
59,7,-8.5674835105496325e-24,-1.4365205877974609e-23
60,7,-1.0182023281647126e-25,-1.1317777019723111e-25
61,7,-7.9738360352830682e-22,-5.7285742574790207e-22
62,7,3.2708549178150714e-22,3.8674288518069449e-22
63,7,3.6116747204826536e-23,-1.2497367106616745e-22
4,8,2.2008595327389044,-0.44987435440054735
5,8,-7.2710999466694322,1.0579936344740035
6,8,2.2008595327381477,-0.44987435440029611
7,8,-3.6174366402621558,0.73943472943842181
8,8,11.951123172910229,-1.7389682901450456
9,8,-3.6174366402503253,0.73943472944412125
10,8,1.4165771075154507,-0.28956037503498322
11,8,-4.6800232262465773,0.68097465566928694
12,8,1.4165771075181275,-0.28956037503237714
13,8,3.6730163017897692e-12,-1.1439230204342249e-11
14,8,6.1786461989884021e-12,-4.7568216998458258e-12
