bus_id,phase,scenario,p_pu,q_pu
sourcebus,a,h001,0.0049963802662159997,0.001666288747653
sourcebus,b,h001,0.0038998063660769999,0.0018561831163979999
sourcebus,c,h001,0.0042839694702940002,0.00081165712053999999
1,a,h001,1.1909999999999999e-12,1.0719999999999999e-12
1,b,h001,7.9599999999999984e-13,1.2519999999999999e-12
1,c,h001,-1.5600000000000009e-13,4.8399999999999996e-13
15,a,h001,-0.00073437486318899997,-0.00024137546136500002
15,b,h001,-0.0014857387966250002,-0.00048833983065699985
15,c,h001,-3.0000000000000503e-15,-2.8999999999999965e-14
37,a,h001,-0.00053622560725499996,-0.00017624384371299999
37,b,h001,6.9900000000000015e-13,-1.0400000000000011e-13
37,c,h001,2.456e-12,-6.6200000000000001e-13
43,a,h001,1.1430000000000003e-12,1.689e-12
43,b,h001,-1.0069999999999999e-11,-3.9039999999999987e-12
43,c,h001,4.6080000000000014e-12,-6.7400000000000016e-13
101,a,h001,-0.000381195033934,-0.00012528996040300005
101,b,h001,-0.00021842751549100003,-7.1799198695999996e-05
101,c,h001,-0.0013995504429969998,-0.00046001163815199996
114,a,h001,-0.00028480565798899999,-9.3607742602000007e-05
114,b,h001,-5.5999999999999994e-13,-5.7099999999999989e-13
114,c,h001,-3.0299999999999987e-13,-4.6999999999999939e-14
145,a,h001,-1.2309999999999999e-12,-3.2659999999999996e-12
145,b,h001,-0.00014781072149099998,-4.8587070437000004e-05
145,c,h001,-0.00013598072271799998,-4.4698079781000001e-05
215,a,h001,-6.0993798498000004e-05,-2.0042961892e-05
215,b,h001,2.3299999999999997e-13,3.1400000000000003e-13
215,c,h001,-7.2064012938000003e-05,-2.3688363850999999e-05
280,a,h001,-0.00014224561097399993,-4.6743730103999993e-05
280,b,h001,-0.00081759866073500003,-0.00026873290371100006
280,c,h001,-6.6633052178000023e-05,-2.1903464762999997e-05
340,a,h001,3.1590000000000002e-12,1.2000000000000035e-13
340,b,h001,-1.65e-12,9.9100000000000012e-13
340,c,h001,-7.3417550859000008e-05,-2.4133372883999998e-05
384,a,h001,-6.9680000000000034e-12,4.0250000000000027e-12
384,b,h001,-4.6012626347999995e-05,-1.5126401617999999e-05
384,c,h001,-0.00024877087183899997,-8.1771386419000016e-05
425,a,h001,-0.0017341398398899996,-0.000569960911509
425,b,h001,6.0300000000000006e-13,1.19e-13
425,c,h001,1.3240000000000002e-12,1.8999999999999818e-14
550,a,h001,1.8169999999999996e-12,6.7399999999999935e-13
550,b,h001,-0.00019363705973500002,-6.3654188025e-05
550,c,h001,-0.00033997905056200008,-0.00011174778554400001
578,a,h001,1.8840000000000009e-12,-2.9899999999999999e-13
578,b,h001,-0.00030843663952799999,-0.00010138057814199999
578,c,h001,-7.6125928612000019e-05,-2.5023839600000002e-05
623,a,h001,-1.3810000000000003e-12,-8.3000000000000038e-14
623,b,h001,-3.9242545713999998e-05,-1.2901220437999999e-05
623,c,h001,-5.4300000000000001e-13,-3.4800000000000023e-13
666,a,h001,-1.1430000000000001e-12,2.9399999999999981e-13
666,b,h001,-5.8147214827000004e-05,-1.9115023459000004e-05
666,c,h001,-0.00013864784569699994,-4.5576524248999997e-05
707,a,h001,6.0000000000000057e-13,-3.8300000000000008e-13
707,b,h001,-0.0011521408603800002,-0.00037869431409699999
707,c,h001,-0.00062087705880900014,-0.000204077079072
786,a,h001,-0.00020183535611899999,-6.6322343386000007e-05
786,b,h001,-4.4499999999999997e-13,-1.1000000000000029e-14
786,c,h001,2.0899999999999999e-13,3.0000000000000017e-14
787,a,h001,-0.00081055353486300002,-0.00026640627266199998
787,b,h001,-0.00048212857709699998,-0.00015847359546599995
787,c,h001,-7.9499999999999994e-13,1.0000000000000057e-14
871,a,h001,-0.000136799452032,-4.4951555698999996e-05
871,b,h001,-2.6300000000000004e-13,9.6800000000000012e-13
871,c,h001,-5.7099999999999999e-13,4.730000000000001e-13
