bus_id,phase,scenario,p_pu,q_pu
Sourcebus,a,h001,0,0
Sourcebus,b,h001,0,0
Sourcebus,c,h001,0,0
1,a,h001,0,0
1,b,h001,0,0
1,c,h001,0,0
101,a,h001,0,0
101,b,h001,0,0
101,c,h001,0,0
104,a,h001,0,0
104,b,h001,0,0
104,c,h001,0,0
111,a,h001,0,0
111,b,h001,0,0
111,c,h001,0,0
114,a,h001,0,0
114,b,h001,0,0
114,c,h001,0,0
117,a,h001,0,0
117,b,h001,0,0
117,c,h001,0,0
123,a,h001,0,0
123,b,h001,0,0
123,c,h001,0,0
124,a,h001,0,0
124,b,h001,0,0
124,c,h001,0,0
127,a,h001,0,0
127,b,h001,0,0
127,c,h001,0,0
140,a,h001,0,0
140,b,h001,0,0
140,c,h001,0,0
145,a,h001,0,0
145,b,h001,0,0
145,c,h001,0,0
15,a,h001,0,0
15,b,h001,0,0
15,c,h001,0,0
155,a,h001,0,0
155,b,h001,0,0
155,c,h001,0,0
162,a,h001,0,0
162,b,h001,-0.018374999999999999,-0.0060000000000000001
162,c,h001,0,0
163,a,h001,-0.0085000000000000006,-0.0027499999999999998
163,b,h001,-0.0096249999999999999,-0.0032499999999999999
163,c,h001,0,0
166,a,h001,0,0
166,b,h001,0,0
166,c,h001,0,0
17,a,h001,0,0
17,b,h001,0,0
17,c,h001,0,0
188,a,h001,0,0
188,b,h001,0,0
188,c,h001,-0.013999999999999999,-0.0046249999999999998
189,a,h001,0,0
189,b,h001,0,0
189,c,h001,0,0
205,a,h001,0,0
205,b,h001,0,0
205,c,h001,0,0
211,a,h001,-0.0031250000000000002,-0.001
211,b,h001,0,0
211,c,h001,0,0
212,a,h001,0,0
212,b,h001,0,0
212,c,h001,0,0
239,a,h001,0,0
239,b,h001,-0.015375,-0.0050000000000000001
239,c,h001,0,0
247,a,h001,0,0
247,b,h001,0,0
247,c,h001,0,0
25,a,h001,-0.013875,-0.0044999999999999997
25,b,h001,0,0
25,c,h001,0,0
253,a,h001,0,0
253,b,h001,0,0
253,c,h001,-0.014374999999999999,-0.0047499999999999999
263,a,h001,0,0
263,b,h001,0,0
263,c,h001,0,0
271,a,h001,0,0
271,b,h001,0,0
271,c,h001,-0.012,-0.0040000000000000001
28,a,h001,0,0
28,b,h001,0,0
28,c,h001,0,0
280,a,h001,0,0
280,b,h001,0,0
280,c,h001,0,0
29,a,h001,0,0
29,b,h001,0,0
29,c,h001,0,0
304,a,h001,0,0
304,b,h001,0,0
304,c,h001,0,0
310,a,h001,0,0
310,b,h001,0,0
310,c,h001,0,0
32,a,h001,0,0
32,b,h001,-0.0074999999999999997,-0.0025000000000000001
32,c,h001,0,0
325,a,h001,0,0
325,b,h001,0,0
325,c,h001,-0.014,-0.0046249999999999998
328,a,h001,-0.003875,-0.00125
328,b,h001,0,0
328,c,h001,0,0
332,a,h001,0,0
332,b,h001,0,0
332,c,h001,0,0
336,a,h001,-0.01,-0.0032500000000000003
336,b,h001,0,0
336,c,h001,0,0
351,a,h001,0,0
351,b,h001,-0.011875,-0.003875
351,c,h001,0,0
352,a,h001,0,0
352,b,h001,0,0
352,c,h001,0,0
37,a,h001,0,0
37,b,h001,0,0
37,c,h001,0,0
373,a,h001,0,0
373,b,h001,0,0
373,c,h001,0,0
379,a,h001,0,0
379,b,h001,0,0
379,c,h001,0,0
391,a,h001,0,0
391,b,h001,0,0
391,c,h001,0,0
396,a,h001,0,0
396,b,h001,0,0
396,c,h001,0,0
403,a,h001,0,0
403,b,h001,0,0
403,c,h001,0,0
413,a,h001,0,0
413,b,h001,0,0
413,c,h001,0,0
415,a,h001,0,0
415,b,h001,0,0
415,c,h001,0,0
42,a,h001,0,0
42,b,h001,0,0
42,c,h001,0,0
437,a,h001,0,0
437,b,h001,0,0
437,c,h001,-0.011375,-0.0037499999999999999
439,a,h001,0,0
439,b,h001,0,0
439,c,h001,0,0
452,a,h001,0,0
452,b,h001,0,0
452,c,h001,0,0
453,a,h001,0,0
453,b,h001,0,0
453,c,h001,0,0
471,a,h001,0,0
471,b,h001,0,0
471,c,h001,-0.011124999999999999,-0.0037499999999999999
475,a,h001,-0.0078750000000000001,-0.0026249999999999997
475,b,h001,0,0
475,c,h001,0,0
48,a,h001,0,0
48,b,h001,0,0
48,c,h001,0,0
480,a,h001,0,0
480,b,h001,0,0
480,c,h001,0,0
487,a,h001,0,0
487,b,h001,0,0
487,c,h001,0,0
505,a,h001,0,0
505,b,h001,-0.015875,-0.0052500000000000003
505,c,h001,0,0
508,a,h001,0,0
508,b,h001,0,0
508,c,h001,0,0
527,a,h001,-0.0235,-0.0077499999999999999
527,b,h001,0,0
527,c,h001,0,0
546,a,h001,-0.010749999999999999,-0.0035000000000000001
546,b,h001,0,0
546,c,h001,0,0
559,a,h001,0,0
559,b,h001,0,0
559,c,h001,0,0
573,a,h001,0,0
573,b,h001,0,0
573,c,h001,-0.01225,-0.0040000000000000001
578,a,h001,0,0
578,b,h001,0,0
578,c,h001,-0.0071250000000000003,-0.0023749999999999999
59,a,h001,-0.010749999999999999,-0.0035000000000000001
59,b,h001,0,0
59,c,h001,0,0
615,a,h001,0,0
615,b,h001,0,0
615,c,h001,0,0
616,a,h001,0,0
616,b,h001,-0.013125,-0.0043750000000000004
616,c,h001,0,0
631,a,h001,0,0
631,b,h001,-0.01525,-0.0050000000000000001
631,c,h001,0,0
635,a,h001,0,0
635,b,h001,-0.0096249999999999999,-0.0031250000000000002
635,c,h001,0,0
652,a,h001,0,0
652,b,h001,0,0
652,c,h001,0,0
655,a,h001,0,0
655,b,h001,0,0
655,c,h001,0,0
666,a,h001,0,0
666,b,h001,0,0
666,c,h001,0,0
686,a,h001,0,0
686,b,h001,0,0
686,c,h001,-0.003875,-0.00125
691,a,h001,0,0
691,b,h001,-0.0043750000000000004,-0.0015
691,c,h001,0,0
7,a,h001,0,0
7,b,h001,0,0
7,c,h001,0,0
703,a,h001,0,0
703,b,h001,0,0
703,c,h001,0,0
705,a,h001,0,0
705,b,h001,0,0
705,c,h001,0,0
707,a,h001,0,0
707,b,h001,0,0
707,c,h001,0,0
715,a,h001,0,0
715,b,h001,-0.0035000000000000001,-0.0011249999999999999
715,c,h001,0,0
718,a,h001,0,0
718,b,h001,0,0
718,c,h001,0,0
72,a,h001,0,0
72,b,h001,0,0
72,c,h001,0,0
732,a,h001,0,0
732,b,h001,-0.017999999999999999,-0.005875
732,c,h001,0,0
736,a,h001,-0.00975,-0.0032499999999999999
736,b,h001,0,0
736,c,h001,0,0
745,a,h001,0,0
745,b,h001,0,0
745,c,h001,0,0
752,a,h001,0,0
752,b,h001,0,0
752,c,h001,-0.0063749999999999996,-0.0021250000000000002
754,a,h001,0,0
754,b,h001,0,0
754,c,h001,-0.0050000000000000001,-0.00175
774,a,h001,0,0
774,b,h001,0,0
774,c,h001,0,0
784,a,h001,0,0
784,b,h001,0,0
784,c,h001,0,0
794,a,h001,0,0
794,b,h001,0,0
794,c,h001,0,0
809,a,h001,0,0
809,b,h001,0,0
809,c,h001,0,0
816,a,h001,-0.0155,-0.0051250000000000002
816,b,h001,0,0
816,c,h001,0,0
819,a,h001,0,0
819,b,h001,0,0
819,c,h001,0,0
853,a,h001,-0.0086250000000000007,-0.002875
853,b,h001,0,0
853,c,h001,0,0
856,a,h001,0,0
856,b,h001,-0.017250000000000001,-0.0056250000000000007
856,c,h001,0,0
878,a,h001,-0.014,-0.0046249999999999998
878,b,h001,0,0
878,c,h001,0,0
88,a,h001,0,0
88,b,h001,0,0
88,c,h001,0,0
91,a,h001,0,0
91,b,h001,0,0
91,c,h001,0,0
96,a,h001,0,0
96,b,h001,0,0
96,c,h001,0,0
