bus_id,phases,base_kv,type
Sourcebus,abc,1,slack
1,abc,1,pq
101,abc,1,pq
104,abc,1,pq
111,abc,1,pq
114,abc,1,pq
117,abc,1,pq
118,abc,1,pq
12,abc,1,pq
123,abc,1,pq
124,abc,1,pq
127,abc,1,pq
128,abc,1,pq
140,abc,1,pq
145,abc,1,pq
146,abc,1,pq
15,abc,1,pq
152,abc,1,pq
155,abc,1,pq
162,abc,1,pq
166,abc,1,pq
168,abc,1,pq
17,abc,1,pq
171,abc,1,pq
175,abc,1,pq
178,abc,1,pq
186,abc,1,pq
188,abc,1,pq
189,abc,1,pq
196,abc,1,pq
197,abc,1,pq
2,abc,1,pq
211,abc,1,pq
212,abc,1,pq
215,abc,1,pq
216,abc,1,pq
224,abc,1,pq
23,abc,1,pq
233,abc,1,pq
246,abc,1,pq
247,abc,1,pq
25,abc,1,pq
253,abc,1,pq
263,abc,1,pq
268,abc,1,pq
27,abc,1,pq
271,abc,1,pq
28,abc,1,pq
280,abc,1,pq
29,abc,1,pq
296,abc,1,pq
297,abc,1,pq
303,abc,1,pq
304,abc,1,pq
310,abc,1,pq
312,abc,1,pq
318,abc,1,pq
32,abc,1,pq
325,abc,1,pq
328,abc,1,pq
331,abc,1,pq
332,abc,1,pq
335,abc,1,pq
336,abc,1,pq
338,abc,1,pq
352,abc,1,pq
36,abc,1,pq
367,abc,1,pq
37,abc,1,pq
373,abc,1,pq
378,abc,1,pq
379,abc,1,pq
383,abc,1,pq
384,abc,1,pq
385,abc,1,pq
391,abc,1,pq
392,abc,1,pq
394,abc,1,pq
396,abc,1,pq
397,abc,1,pq
401,abc,1,pq
403,abc,1,pq
409,abc,1,pq
415,abc,1,pq
419,abc,1,pq
42,abc,1,pq
432,abc,1,pq
439,abc,1,pq
442,abc,1,pq
446,abc,1,pq
452,abc,1,pq
453,abc,1,pq
458,abc,1,pq
460,abc,1,pq
462,abc,1,pq
467,abc,1,pq
471,abc,1,pq
475,abc,1,pq
48,abc,1,pq
480,abc,1,pq
482,abc,1,pq
484,abc,1,pq
490,abc,1,pq
505,abc,1,pq
508,abc,1,pq
513,abc,1,pq
518,abc,1,pq
522,abc,1,pq
525,abc,1,pq
527,abc,1,pq
539,abc,1,pq
542,abc,1,pq
544,abc,1,pq
546,abc,1,pq
553,abc,1,pq
557,abc,1,pq
559,abc,1,pq
573,abc,1,pq
578,abc,1,pq
587,abc,1,pq
59,abc,1,pq
594,abc,1,pq
598,abc,1,pq
602,abc,1,pq
603,abc,1,pq
604,abc,1,pq
607,abc,1,pq
611,abc,1,pq
615,abc,1,pq
616,abc,1,pq
620,abc,1,pq
624,abc,1,pq
626,abc,1,pq
639,abc,1,pq
646,abc,1,pq
652,abc,1,pq
66,abc,1,pq
665,abc,1,pq
666,abc,1,pq
680,abc,1,pq
686,abc,1,pq
688,abc,1,pq
690,abc,1,pq
691,abc,1,pq
7,abc,1,pq
70,abc,1,pq
702,abc,1,pq
703,abc,1,pq
705,abc,1,pq
707,abc,1,pq
710,abc,1,pq
712,abc,1,pq
715,abc,1,pq
716,abc,1,pq
717,abc,1,pq
718,abc,1,pq
72,abc,1,pq
724,abc,1,pq
725,abc,1,pq
732,abc,1,pq
736,abc,1,pq
738,abc,1,pq
745,abc,1,pq
754,abc,1,pq
770,abc,1,pq
779,abc,1,pq
784,abc,1,pq
786,abc,1,pq
79,abc,1,pq
790,abc,1,pq
794,abc,1,pq
808,abc,1,pq
810,abc,1,pq
813,abc,1,pq
826,abc,1,pq
833,abc,1,pq
837,abc,1,pq
844,abc,1,pq
859,abc,1,pq
862,abc,1,pq
863,abc,1,pq
878,abc,1,pq
88,abc,1,pq
893,abc,1,pq
894,abc,1,pq
899,abc,1,pq
9,abc,1,pq
91,abc,1,pq
92,abc,1,pq
95,abc,1,pq
96,abc,1,pq
